date,location,location_name,value
2020-01-23,56,Wyoming,0.0
2020-01-23,US,US,0.0
2020-01-24,01,Alabama,0.0
2020-01-24,02,Alaska,0.0
2020-01-24,60,American Samoa,0.0
2020-01-24,04,Arizona,0.0
2020-01-24,05,Arkansas,0.0
2020-01-24,06,California,0.0
2020-01-24,08,Colorado,0.0
2020-01-24,09,Connecticut,0.0
2020-01-24,10,Delaware,0.0
2020-01-24,11,District of Columbia,0.0
2020-01-24,12,Florida,0.0
2020-01-24,13,Georgia,0.0
2020-01-24,66,Guam,0.0
2020-01-24,15,Hawaii,0.0
2020-01-24,16,Idaho,0.0
2020-01-24,17,Illinois,0.0
2020-01-24,18,Indiana,0.0
2020-01-24,19,Iowa,0.0
2020-01-24,20,Kansas,0.0
2020-01-24,21,Kentucky,0.0
2020-01-24,22,Louisiana,0.0
2020-01-24,23,Maine,0.0
2020-01-24,24,Maryland,0.0
2020-01-24,25,Massachusetts,0.0
2020-01-24,26,Michigan,0.0
2020-01-24,27,Minnesota,0.0
2020-01-24,28,Mississippi,0.0
2020-01-24,29,Missouri,0.0
2020-01-24,30,Montana,0.0
2020-01-24,31,Nebraska,0.0
2020-01-24,32,Nevada,0.0
2020-01-24,33,New Hampshire,0.0
2020-01-24,34,New Jersey,0.0
2020-01-24,35,New Mexico,0.0
2020-01-24,36,New York,0.0
2020-01-24,37,North Carolina,0.0
2020-01-24,38,North Dakota,0.0
2020-01-24,69,Northern Mariana Islands,0.0
2020-01-24,39,Ohio,0.0
2020-01-24,40,Oklahoma,0.0
2020-01-24,41,Oregon,0.0
2020-01-24,42,Pennsylvania,0.0
2020-01-24,72,Puerto Rico,0.0
2020-01-24,44,Rhode Island,0.0
2020-01-24,45,South Carolina,0.0
2020-01-24,46,South Dakota,0.0
2020-01-24,47,Tennessee,0.0
2020-01-24,48,Texas,0.0
2020-01-24,49,Utah,0.0
2020-01-24,50,Vermont,0.0
2020-01-24,78,Virgin Islands,0.0
2020-01-24,51,Virginia,0.0
2020-01-24,53,Washington,0.0
2020-01-24,54,West Virginia,0.0
2020-01-24,55,Wisconsin,0.0
2020-01-24,56,Wyoming,0.0
2020-01-24,US,US,0.0
2020-01-25,01,Alabama,0.0
2020-01-25,02,Alaska,0.0
2020-01-25,60,American Samoa,0.0
2020-01-25,04,Arizona,0.0
2020-01-25,05,Arkansas,0.0
2020-01-25,06,California,0.0
2020-01-25,08,Colorado,0.0
2020-01-25,09,Connecticut,0.0
2020-01-25,10,Delaware,0.0
2020-01-25,11,District of Columbia,0.0
2020-01-25,12,Florida,0.0
2020-01-25,13,Georgia,0.0
2020-01-25,66,Guam,0.0
2020-01-25,15,Hawaii,0.0
2020-01-25,16,Idaho,0.0
2020-01-25,17,Illinois,0.0
2020-01-25,18,Indiana,0.0
2020-01-25,19,Iowa,0.0
2020-01-25,20,Kansas,0.0
2020-01-25,21,Kentucky,0.0
2020-01-25,22,Louisiana,0.0
2020-01-25,23,Maine,0.0
2020-01-25,24,Maryland,0.0
2020-01-25,25,Massachusetts,0.0
2020-01-25,26,Michigan,0.0
2020-01-25,27,Minnesota,0.0
2020-01-25,28,Mississippi,0.0
2020-01-25,29,Missouri,0.0
2020-01-25,30,Montana,0.0
2020-01-25,31,Nebraska,0.0
2020-01-25,32,Nevada,0.0
2020-01-25,33,New Hampshire,0.0
2020-01-25,34,New Jersey,0.0
2020-01-25,35,New Mexico,0.0
2020-01-25,36,New York,0.0
2020-01-25,37,North Carolina,0.0
2020-01-25,38,North Dakota,0.0
2020-01-25,69,Northern Mariana Islands,0.0
2020-01-25,39,Ohio,0.0
2020-01-25,40,Oklahoma,0.0
2020-01-25,41,Oregon,0.0
2020-01-25,42,Pennsylvania,0.0
2020-01-25,72,Puerto Rico,0.0
2020-01-25,44,Rhode Island,0.0
2020-01-25,45,South Carolina,0.0
2020-01-25,46,South Dakota,0.0
2020-01-25,47,Tennessee,0.0
2020-01-25,48,Texas,0.0
2020-01-25,49,Utah,0.0
2020-01-25,50,Vermont,0.0
2020-01-25,78,Virgin Islands,0.0
2020-01-25,51,Virginia,0.0
2020-01-25,53,Washington,0.0
2020-01-25,54,West Virginia,0.0
2020-01-25,55,Wisconsin,0.0
2020-01-25,56,Wyoming,0.0
2020-01-25,US,US,0.0
2020-01-26,01,Alabama,0.0
2020-01-26,02,Alaska,0.0
2020-01-26,60,American Samoa,0.0
2020-01-26,04,Arizona,0.0
2020-01-26,05,Arkansas,0.0
2020-01-26,06,California,0.0
2020-01-26,08,Colorado,0.0
2020-01-26,09,Connecticut,0.0
2020-01-26,10,Delaware,0.0
2020-01-26,11,District of Columbia,0.0
2020-01-26,12,Florida,0.0
2020-01-26,13,Georgia,0.0
2020-01-26,66,Guam,0.0
2020-01-26,15,Hawaii,0.0
2020-01-26,16,Idaho,0.0
2020-01-26,17,Illinois,0.0
2020-01-26,18,Indiana,0.0
2020-01-26,19,Iowa,0.0
2020-01-26,20,Kansas,0.0
2020-01-26,21,Kentucky,0.0
2020-01-26,22,Louisiana,0.0
2020-01-26,23,Maine,0.0
2020-01-26,24,Maryland,0.0
2020-01-26,25,Massachusetts,0.0
2020-01-26,26,Michigan,0.0
2020-01-26,27,Minnesota,0.0
2020-01-26,28,Mississippi,0.0
2020-01-26,29,Missouri,0.0
2020-01-26,30,Montana,0.0
2020-01-26,31,Nebraska,0.0
2020-01-26,32,Nevada,0.0
2020-01-26,33,New Hampshire,0.0
2020-01-26,34,New Jersey,0.0
2020-01-26,35,New Mexico,0.0
2020-01-26,36,New York,0.0
2020-01-26,37,North Carolina,0.0
2020-01-26,38,North Dakota,0.0
2020-01-26,69,Northern Mariana Islands,0.0
2020-01-26,39,Ohio,0.0
2020-01-26,40,Oklahoma,0.0
2020-01-26,41,Oregon,0.0
2020-01-26,42,Pennsylvania,0.0
2020-01-26,72,Puerto Rico,0.0
2020-01-26,44,Rhode Island,0.0
2020-01-26,45,South Carolina,0.0
2020-01-26,46,South Dakota,0.0
2020-01-26,47,Tennessee,0.0
2020-01-26,48,Texas,0.0
2020-01-26,49,Utah,0.0
2020-01-26,50,Vermont,0.0
2020-01-26,78,Virgin Islands,0.0
2020-01-26,51,Virginia,0.0
2020-01-26,53,Washington,0.0
2020-01-26,54,West Virginia,0.0
2020-01-26,55,Wisconsin,0.0
2020-01-26,56,Wyoming,0.0
2020-01-26,US,US,0.0
2020-01-27,01,Alabama,0.0
2020-01-27,02,Alaska,0.0
2020-01-27,60,American Samoa,0.0
2020-01-27,04,Arizona,0.0
2020-01-27,05,Arkansas,0.0
2020-01-27,06,California,0.0
2020-01-27,08,Colorado,0.0
2020-01-27,09,Connecticut,0.0
2020-01-27,10,Delaware,0.0
2020-01-27,11,District of Columbia,0.0
2020-01-27,12,Florida,0.0
2020-01-27,13,Georgia,0.0
2020-01-27,66,Guam,0.0
2020-01-27,15,Hawaii,0.0
2020-01-27,16,Idaho,0.0
2020-01-27,17,Illinois,0.0
2020-01-27,18,Indiana,0.0
2020-01-27,19,Iowa,0.0
2020-01-27,20,Kansas,0.0
2020-01-27,21,Kentucky,0.0
2020-01-27,22,Louisiana,0.0
2020-01-27,23,Maine,0.0
2020-01-27,24,Maryland,0.0
2020-01-27,25,Massachusetts,0.0
2020-01-27,26,Michigan,0.0
2020-01-27,27,Minnesota,0.0
2020-01-27,28,Mississippi,0.0
2020-01-27,29,Missouri,0.0
2020-01-27,30,Montana,0.0
2020-01-27,31,Nebraska,0.0
2020-01-27,32,Nevada,0.0
2020-01-27,33,New Hampshire,0.0
2020-01-27,34,New Jersey,0.0
2020-01-27,35,New Mexico,0.0
2020-01-27,36,New York,0.0
2020-01-27,37,North Carolina,0.0
2020-01-27,38,North Dakota,0.0
2020-01-27,69,Northern Mariana Islands,0.0
2020-01-27,39,Ohio,0.0
2020-01-27,40,Oklahoma,0.0
2020-01-27,41,Oregon,0.0
2020-01-27,42,Pennsylvania,0.0
2020-01-27,72,Puerto Rico,0.0
2020-01-27,44,Rhode Island,0.0
2020-01-27,45,South Carolina,0.0
2020-01-27,46,South Dakota,0.0
2020-01-27,47,Tennessee,0.0
2020-01-27,48,Texas,0.0
2020-01-27,49,Utah,0.0
2020-01-27,50,Vermont,0.0
2020-01-27,78,Virgin Islands,0.0
2020-01-27,51,Virginia,0.0
2020-01-27,53,Washington,0.0
2020-01-27,54,West Virginia,0.0
2020-01-27,55,Wisconsin,0.0
2020-01-27,56,Wyoming,0.0
2020-01-27,US,US,0.0
2020-01-28,01,Alabama,0.0
2020-01-28,02,Alaska,0.0
2020-01-28,60,American Samoa,0.0
2020-01-28,04,Arizona,0.0
2020-01-28,05,Arkansas,0.0
2020-01-28,06,California,0.0
2020-01-28,08,Colorado,0.0
2020-01-28,09,Connecticut,0.0
2020-01-28,10,Delaware,0.0
2020-01-28,11,District of Columbia,0.0
2020-01-28,12,Florida,0.0
2020-01-28,13,Georgia,0.0
2020-01-28,66,Guam,0.0
2020-01-28,15,Hawaii,0.0
2020-01-28,16,Idaho,0.0
2020-01-28,17,Illinois,0.0
2020-01-28,18,Indiana,0.0
2020-01-28,19,Iowa,0.0
2020-01-28,20,Kansas,0.0
2020-01-28,21,Kentucky,0.0
2020-01-28,22,Louisiana,0.0
2020-01-28,23,Maine,0.0
2020-01-28,24,Maryland,0.0
2020-01-28,25,Massachusetts,0.0
2020-01-28,26,Michigan,0.0
2020-01-28,27,Minnesota,0.0
2020-01-28,28,Mississippi,0.0
2020-01-28,29,Missouri,0.0
2020-01-28,30,Montana,0.0
2020-01-28,31,Nebraska,0.0
2020-01-28,32,Nevada,0.0
2020-01-28,33,New Hampshire,0.0
2020-01-28,34,New Jersey,0.0
2020-01-28,35,New Mexico,0.0
2020-01-28,36,New York,0.0
2020-01-28,37,North Carolina,0.0
2020-01-28,38,North Dakota,0.0
2020-01-28,69,Northern Mariana Islands,0.0
2020-01-28,39,Ohio,0.0
2020-01-28,40,Oklahoma,0.0
2020-01-28,41,Oregon,0.0
2020-01-28,42,Pennsylvania,0.0
2020-01-28,72,Puerto Rico,0.0
2020-01-28,44,Rhode Island,0.0
2020-01-28,45,South Carolina,0.0
2020-01-28,46,South Dakota,0.0
2020-01-28,47,Tennessee,0.0
2020-01-28,48,Texas,0.0
2020-01-28,49,Utah,0.0
2020-01-28,50,Vermont,0.0
2020-01-28,78,Virgin Islands,0.0
2020-01-28,51,Virginia,0.0
2020-01-28,53,Washington,0.0
2020-01-28,54,West Virginia,0.0
2020-01-28,55,Wisconsin,0.0
2020-01-28,56,Wyoming,0.0
2020-01-28,US,US,0.0
2020-01-29,01,Alabama,0.0
2020-01-29,02,Alaska,0.0
2020-01-29,60,American Samoa,0.0
2020-01-29,04,Arizona,0.0
2020-01-29,05,Arkansas,0.0
2020-01-29,06,California,0.0
2020-01-29,08,Colorado,0.0
2020-01-29,09,Connecticut,0.0
2020-01-29,10,Delaware,0.0
2020-01-29,11,District of Columbia,0.0
2020-01-29,12,Florida,0.0
2020-01-29,13,Georgia,0.0
2020-01-29,66,Guam,0.0
2020-01-29,15,Hawaii,0.0
2020-01-29,16,Idaho,0.0
2020-01-29,17,Illinois,0.0
2020-01-29,18,Indiana,0.0
2020-01-29,19,Iowa,0.0
2020-01-29,20,Kansas,0.0
2020-01-29,21,Kentucky,0.0
2020-01-29,22,Louisiana,0.0
2020-01-29,23,Maine,0.0
2020-01-29,24,Maryland,0.0
2020-01-29,25,Massachusetts,0.0
2020-01-29,26,Michigan,0.0
2020-01-29,27,Minnesota,0.0
2020-01-29,28,Mississippi,0.0
2020-01-29,29,Missouri,0.0
2020-01-29,30,Montana,0.0
2020-01-29,31,Nebraska,0.0
2020-01-29,32,Nevada,0.0
2020-01-29,33,New Hampshire,0.0
2020-01-29,34,New Jersey,0.0
2020-01-29,35,New Mexico,0.0
2020-01-29,36,New York,0.0
2020-01-29,37,North Carolina,0.0
2020-01-29,38,North Dakota,0.0
2020-01-29,69,Northern Mariana Islands,0.0
2020-01-29,39,Ohio,0.0
2020-01-29,40,Oklahoma,0.0
2020-01-29,41,Oregon,0.0
2020-01-29,42,Pennsylvania,0.0
2020-01-29,72,Puerto Rico,0.0
2020-01-29,44,Rhode Island,0.0
2020-01-29,45,South Carolina,0.0
2020-01-29,46,South Dakota,0.0
2020-01-29,47,Tennessee,0.0
2020-01-29,48,Texas,0.0
2020-01-29,49,Utah,0.0
2020-01-29,50,Vermont,0.0
2020-01-29,78,Virgin Islands,0.0
2020-01-29,51,Virginia,0.0
2020-01-29,53,Washington,0.0
2020-01-29,54,West Virginia,0.0
2020-01-29,55,Wisconsin,0.0
2020-01-29,56,Wyoming,0.0
2020-01-29,US,US,0.0
2020-01-30,01,Alabama,0.0
2020-01-30,02,Alaska,0.0
2020-01-30,60,American Samoa,0.0
2020-01-30,04,Arizona,0.0
2020-01-30,05,Arkansas,0.0
2020-01-30,06,California,0.0
2020-01-30,08,Colorado,0.0
2020-01-30,09,Connecticut,0.0
2020-01-30,10,Delaware,0.0
2020-01-30,11,District of Columbia,0.0
2020-01-30,12,Florida,0.0
2020-01-30,13,Georgia,0.0
2020-01-30,66,Guam,0.0
2020-01-30,15,Hawaii,0.0
2020-01-30,16,Idaho,0.0
2020-01-30,17,Illinois,0.0
2020-01-30,18,Indiana,0.0
2020-01-30,19,Iowa,0.0
2020-01-30,20,Kansas,0.0
2020-01-30,21,Kentucky,0.0
2020-01-30,22,Louisiana,0.0
2020-01-30,23,Maine,0.0
2020-01-30,24,Maryland,0.0
2020-01-30,25,Massachusetts,0.0
2020-01-30,26,Michigan,0.0
2020-01-30,27,Minnesota,0.0
2020-01-30,28,Mississippi,0.0
2020-01-30,29,Missouri,0.0
2020-01-30,30,Montana,0.0
2020-01-30,31,Nebraska,0.0
2020-01-30,32,Nevada,0.0
2020-01-30,33,New Hampshire,0.0
2020-01-30,34,New Jersey,0.0
2020-01-30,35,New Mexico,0.0
2020-01-30,36,New York,0.0
2020-01-30,37,North Carolina,0.0
2020-01-30,38,North Dakota,0.0
2020-01-30,69,Northern Mariana Islands,0.0
2020-01-30,39,Ohio,0.0
2020-01-30,40,Oklahoma,0.0
2020-01-30,41,Oregon,0.0
2020-01-30,42,Pennsylvania,0.0
2020-01-30,72,Puerto Rico,0.0
2020-01-30,44,Rhode Island,0.0
2020-01-30,45,South Carolina,0.0
2020-01-30,46,South Dakota,0.0
2020-01-30,47,Tennessee,0.0
2020-01-30,48,Texas,0.0
2020-01-30,49,Utah,0.0
2020-01-30,50,Vermont,0.0
2020-01-30,78,Virgin Islands,0.0
2020-01-30,51,Virginia,0.0
2020-01-30,53,Washington,0.0
2020-01-30,54,West Virginia,0.0
2020-01-30,55,Wisconsin,0.0
2020-01-30,56,Wyoming,0.0
2020-01-30,US,US,0.0
2020-01-31,01,Alabama,0.0
2020-01-31,02,Alaska,0.0
2020-01-31,60,American Samoa,0.0
2020-01-31,04,Arizona,0.0
2020-01-31,05,Arkansas,0.0
2020-01-31,06,California,0.0
2020-01-31,08,Colorado,0.0
2020-01-31,09,Connecticut,0.0
2020-01-31,10,Delaware,0.0
2020-01-31,11,District of Columbia,0.0
2020-01-31,12,Florida,0.0
2020-01-31,13,Georgia,0.0
2020-01-31,66,Guam,0.0
2020-01-31,15,Hawaii,0.0
2020-01-31,16,Idaho,0.0
2020-01-31,17,Illinois,0.0
2020-01-31,18,Indiana,0.0
2020-01-31,19,Iowa,0.0
2020-01-31,20,Kansas,0.0
2020-01-31,21,Kentucky,0.0
2020-01-31,22,Louisiana,0.0
2020-01-31,23,Maine,0.0
2020-01-31,24,Maryland,0.0
2020-01-31,25,Massachusetts,0.0
2020-01-31,26,Michigan,0.0
2020-01-31,27,Minnesota,0.0
2020-01-31,28,Mississippi,0.0
2020-01-31,29,Missouri,0.0
2020-01-31,30,Montana,0.0
2020-01-31,31,Nebraska,0.0
2020-01-31,32,Nevada,0.0
2020-01-31,33,New Hampshire,0.0
2020-01-31,34,New Jersey,0.0
2020-01-31,35,New Mexico,0.0
2020-01-31,36,New York,0.0
2020-01-31,37,North Carolina,0.0
2020-01-31,38,North Dakota,0.0
2020-01-31,69,Northern Mariana Islands,0.0
2020-01-31,39,Ohio,0.0
2020-01-31,40,Oklahoma,0.0
2020-01-31,41,Oregon,0.0
2020-01-31,42,Pennsylvania,0.0
2020-01-31,72,Puerto Rico,0.0
2020-01-31,44,Rhode Island,0.0
2020-01-31,45,South Carolina,0.0
2020-01-31,46,South Dakota,0.0
2020-01-31,47,Tennessee,0.0
2020-01-31,48,Texas,0.0
2020-01-31,49,Utah,0.0
2020-01-31,50,Vermont,0.0
2020-01-31,78,Virgin Islands,0.0
2020-01-31,51,Virginia,0.0
2020-01-31,53,Washington,0.0
2020-01-31,54,West Virginia,0.0
2020-01-31,55,Wisconsin,0.0
2020-01-31,56,Wyoming,0.0
2020-01-31,US,US,0.0
2020-02-01,01,Alabama,0.0
2020-02-01,02,Alaska,0.0
2020-02-01,60,American Samoa,0.0
2020-02-01,04,Arizona,0.0
2020-02-01,05,Arkansas,0.0
2020-02-01,06,California,0.0
2020-02-01,08,Colorado,0.0
2020-02-01,09,Connecticut,0.0
2020-02-01,10,Delaware,0.0
2020-02-01,11,District of Columbia,0.0
2020-02-01,12,Florida,0.0
2020-02-01,13,Georgia,0.0
2020-02-01,66,Guam,0.0
2020-02-01,15,Hawaii,0.0
2020-02-01,16,Idaho,0.0
2020-02-01,17,Illinois,0.0
2020-02-01,18,Indiana,0.0
2020-02-01,19,Iowa,0.0
2020-02-01,20,Kansas,0.0
2020-02-01,21,Kentucky,0.0
2020-02-01,22,Louisiana,0.0
2020-02-01,23,Maine,0.0
2020-02-01,24,Maryland,0.0
2020-02-01,25,Massachusetts,0.0
2020-02-01,26,Michigan,0.0
2020-02-01,27,Minnesota,0.0
2020-02-01,28,Mississippi,0.0
2020-02-01,29,Missouri,0.0
2020-02-01,30,Montana,0.0
2020-02-01,31,Nebraska,0.0
2020-02-01,32,Nevada,0.0
2020-02-01,33,New Hampshire,0.0
2020-02-01,34,New Jersey,0.0
2020-02-01,35,New Mexico,0.0
2020-02-01,36,New York,0.0
2020-02-01,37,North Carolina,0.0
2020-02-01,38,North Dakota,0.0
2020-02-01,69,Northern Mariana Islands,0.0
2020-02-01,39,Ohio,0.0
2020-02-01,40,Oklahoma,0.0
2020-02-01,41,Oregon,0.0
2020-02-01,42,Pennsylvania,0.0
2020-02-01,72,Puerto Rico,0.0
2020-02-01,44,Rhode Island,0.0
2020-02-01,45,South Carolina,0.0
2020-02-01,46,South Dakota,0.0
2020-02-01,47,Tennessee,0.0
2020-02-01,48,Texas,0.0
2020-02-01,49,Utah,0.0
2020-02-01,50,Vermont,0.0
2020-02-01,78,Virgin Islands,0.0
2020-02-01,51,Virginia,0.0
2020-02-01,53,Washington,0.0
2020-02-01,54,West Virginia,0.0
2020-02-01,55,Wisconsin,0.0
2020-02-01,56,Wyoming,0.0
2020-02-01,US,US,0.0
2020-02-02,01,Alabama,0.0
2020-02-02,02,Alaska,0.0
2020-02-02,60,American Samoa,0.0
2020-02-02,04,Arizona,0.0
2020-02-02,05,Arkansas,0.0
2020-02-02,06,California,0.0
2020-02-02,08,Colorado,0.0
2020-02-02,09,Connecticut,0.0
2020-02-02,10,Delaware,0.0
2020-02-02,11,District of Columbia,0.0
2020-02-02,12,Florida,0.0
2020-02-02,13,Georgia,0.0
2020-02-02,66,Guam,0.0
2020-02-02,15,Hawaii,0.0
2020-02-02,16,Idaho,0.0
2020-02-02,17,Illinois,0.0
2020-02-02,18,Indiana,0.0
2020-02-02,19,Iowa,0.0
2020-02-02,20,Kansas,0.0
2020-02-02,21,Kentucky,0.0
2020-02-02,22,Louisiana,0.0
2020-02-02,23,Maine,0.0
2020-02-02,24,Maryland,0.0
2020-02-02,25,Massachusetts,0.0
2020-02-02,26,Michigan,0.0
2020-02-02,27,Minnesota,0.0
2020-02-02,28,Mississippi,0.0
2020-02-02,29,Missouri,0.0
2020-02-02,30,Montana,0.0
2020-02-02,31,Nebraska,0.0
2020-02-02,32,Nevada,0.0
2020-02-02,33,New Hampshire,0.0
2020-02-02,34,New Jersey,0.0
2020-02-02,35,New Mexico,0.0
2020-02-02,36,New York,0.0
2020-02-02,37,North Carolina,0.0
2020-02-02,38,North Dakota,0.0
2020-02-02,69,Northern Mariana Islands,0.0
2020-02-02,39,Ohio,0.0
2020-02-02,40,Oklahoma,0.0
2020-02-02,41,Oregon,0.0
2020-02-02,42,Pennsylvania,0.0
2020-02-02,72,Puerto Rico,0.0
2020-02-02,44,Rhode Island,0.0
2020-02-02,45,South Carolina,0.0
2020-02-02,46,South Dakota,0.0
2020-02-02,47,Tennessee,0.0
2020-02-02,48,Texas,0.0
2020-02-02,49,Utah,0.0
2020-02-02,50,Vermont,0.0
2020-02-02,78,Virgin Islands,0.0
2020-02-02,51,Virginia,0.0
2020-02-02,53,Washington,0.0
2020-02-02,54,West Virginia,0.0
2020-02-02,55,Wisconsin,0.0
2020-02-02,56,Wyoming,0.0
2020-02-02,US,US,0.0
2020-02-03,01,Alabama,0.0
2020-02-03,02,Alaska,0.0
2020-02-03,60,American Samoa,0.0
2020-02-03,04,Arizona,0.0
2020-02-03,05,Arkansas,0.0
2020-02-03,06,California,0.0
2020-02-03,08,Colorado,0.0
2020-02-03,09,Connecticut,0.0
2020-02-03,10,Delaware,0.0
2020-02-03,11,District of Columbia,0.0
2020-02-03,12,Florida,0.0
2020-02-03,13,Georgia,0.0
2020-02-03,66,Guam,0.0
2020-02-03,15,Hawaii,0.0
2020-02-03,16,Idaho,0.0
2020-02-03,17,Illinois,0.0
2020-02-03,18,Indiana,0.0
2020-02-03,19,Iowa,0.0
2020-02-03,20,Kansas,0.0
2020-02-03,21,Kentucky,0.0
2020-02-03,22,Louisiana,0.0
2020-02-03,23,Maine,0.0
2020-02-03,24,Maryland,0.0
2020-02-03,25,Massachusetts,0.0
2020-02-03,26,Michigan,0.0
2020-02-03,27,Minnesota,0.0
2020-02-03,28,Mississippi,0.0
2020-02-03,29,Missouri,0.0
2020-02-03,30,Montana,0.0
2020-02-03,31,Nebraska,0.0
2020-02-03,32,Nevada,0.0
2020-02-03,33,New Hampshire,0.0
2020-02-03,34,New Jersey,0.0
2020-02-03,35,New Mexico,0.0
2020-02-03,36,New York,0.0
2020-02-03,37,North Carolina,0.0
2020-02-03,38,North Dakota,0.0
2020-02-03,69,Northern Mariana Islands,0.0
2020-02-03,39,Ohio,0.0
2020-02-03,40,Oklahoma,0.0
2020-02-03,41,Oregon,0.0
2020-02-03,42,Pennsylvania,0.0
2020-02-03,72,Puerto Rico,0.0
2020-02-03,44,Rhode Island,0.0
2020-02-03,45,South Carolina,0.0
2020-02-03,46,South Dakota,0.0
2020-02-03,47,Tennessee,0.0
2020-02-03,48,Texas,0.0
2020-02-03,49,Utah,0.0
2020-02-03,50,Vermont,0.0
2020-02-03,78,Virgin Islands,0.0
2020-02-03,51,Virginia,0.0
2020-02-03,53,Washington,0.0
2020-02-03,54,West Virginia,0.0
2020-02-03,55,Wisconsin,0.0
2020-02-03,56,Wyoming,0.0
2020-02-03,US,US,0.0
2020-02-04,01,Alabama,0.0
2020-02-04,02,Alaska,0.0
2020-02-04,60,American Samoa,0.0
2020-02-04,04,Arizona,0.0
2020-02-04,05,Arkansas,0.0
2020-02-04,06,California,0.0
2020-02-04,08,Colorado,0.0
2020-02-04,09,Connecticut,0.0
2020-02-04,10,Delaware,0.0
2020-02-04,11,District of Columbia,0.0
2020-02-04,12,Florida,0.0
2020-02-04,13,Georgia,0.0
2020-02-04,66,Guam,0.0
2020-02-04,15,Hawaii,0.0
2020-02-04,16,Idaho,0.0
2020-02-04,17,Illinois,0.0
2020-02-04,18,Indiana,0.0
2020-02-04,19,Iowa,0.0
2020-02-04,20,Kansas,0.0
2020-02-04,21,Kentucky,0.0
2020-02-04,22,Louisiana,0.0
2020-02-04,23,Maine,0.0
2020-02-04,24,Maryland,0.0
