timezero,unit,target,value
2020-02-10,39,10 wk ahead cum death,587
2020-02-03,39,11 wk ahead cum death,587
2020-01-27,39,12 wk ahead cum death,587
2020-01-20,39,13 wk ahead cum death,587
2020-01-13,39,14 wk ahead cum death,587
2020-01-06,39,15 wk ahead cum death,587
2019-12-30,39,16 wk ahead cum death,587
2020-11-02,06,1 wk ahead cum death,17976
2020-10-29,06,1 wk ahead cum death,17976
2020-11-01,06,1 wk ahead cum death,17976
2020-10-25,06,2 wk ahead cum death,17976
2020-10-22,06,2 wk ahead cum death,17976
2020-10-26,06,2 wk ahead cum death,17976
2020-10-16,06,3 wk ahead cum death,17976
2020-10-19,06,3 wk ahead cum death,17976
2020-10-18,06,3 wk ahead cum death,17976
2020-10-15,06,3 wk ahead cum death,17976
2020-10-08,06,4 wk ahead cum death,17976
2020-10-12,06,4 wk ahead cum death,17976
2020-10-11,06,4 wk ahead cum death,17976
2020-09-29,06,5 wk ahead cum death,17976
2020-10-02,06,5 wk ahead cum death,17976
2020-10-05,06,5 wk ahead cum death,17976
2020-09-30,06,5 wk ahead cum death,17976
2020-10-01,06,5 wk ahead cum death,17976
2020-10-03,06,5 wk ahead cum death,17976
2020-10-04,06,5 wk ahead cum death,17976
2020-09-23,06,6 wk ahead cum death,17976
2020-09-26,06,6 wk ahead cum death,17976
2020-09-27,06,6 wk ahead cum death,17976
2020-09-28,06,6 wk ahead cum death,17976
2020-09-25,06,6 wk ahead cum death,17976
2020-09-24,06,6 wk ahead cum death,17976
2020-09-22,06,6 wk ahead cum death,17976
2020-09-18,06,7 wk ahead cum death,17976
2020-09-21,06,7 wk ahead cum death,17976
2020-09-16,06,7 wk ahead cum death,17976
2020-09-15,06,7 wk ahead cum death,17976
2020-09-17,06,7 wk ahead cum death,17976
2020-09-20,06,7 wk ahead cum death,17976
2020-09-19,06,7 wk ahead cum death,17976
2020-09-13,06,8 wk ahead cum death,17976
2020-09-14,06,8 wk ahead cum death,17976
2020-09-09,06,8 wk ahead cum death,17976
2020-09-11,06,8 wk ahead cum death,17976
2020-09-12,06,8 wk ahead cum death,17976
2020-09-10,06,8 wk ahead cum death,17976
2020-09-08,06,8 wk ahead cum death,17976
2020-09-02,06,9 wk ahead cum death,17976
2020-09-07,06,9 wk ahead cum death,17976
2020-09-04,06,9 wk ahead cum death,17976
2020-09-05,06,9 wk ahead cum death,17976
2020-09-01,06,9 wk ahead cum death,17976
2020-09-06,06,9 wk ahead cum death,17976
2020-09-03,06,9 wk ahead cum death,17976
2020-08-30,06,10 wk ahead cum death,17976
2020-08-27,06,10 wk ahead cum death,17976
2020-08-25,06,10 wk ahead cum death,17976
2020-08-29,06,10 wk ahead cum death,17976
2020-08-28,06,10 wk ahead cum death,17976
2020-08-31,06,10 wk ahead cum death,17976
2020-08-26,06,10 wk ahead cum death,17976
2020-08-20,06,11 wk ahead cum death,17976
2020-08-18,06,11 wk ahead cum death,17976
2020-08-21,06,11 wk ahead cum death,17976
2020-08-23,06,11 wk ahead cum death,17976
2020-08-24,06,11 wk ahead cum death,17976
2020-08-19,06,11 wk ahead cum death,17976
2020-08-22,06,11 wk ahead cum death,17976
2020-08-17,06,12 wk ahead cum death,17976
2020-08-14,06,12 wk ahead cum death,17976
2020-08-15,06,12 wk ahead cum death,17976
2020-08-11,06,12 wk ahead cum death,17976
2020-08-13,06,12 wk ahead cum death,17976
2020-08-12,06,12 wk ahead cum death,17976
2020-08-16,06,12 wk ahead cum death,17976
2020-08-09,06,13 wk ahead cum death,17976
2020-08-08,06,13 wk ahead cum death,17976
2020-08-06,06,13 wk ahead cum death,17976
2020-08-07,06,13 wk ahead cum death,17976
2020-08-10,06,13 wk ahead cum death,17976
2020-08-04,06,13 wk ahead cum death,17976
2020-08-05,06,13 wk ahead cum death,17976
2020-07-30,06,14 wk ahead cum death,17976
2020-08-02,06,14 wk ahead cum death,17976
2020-07-31,06,14 wk ahead cum death,17976
2020-07-29,06,14 wk ahead cum death,17976
2020-08-01,06,14 wk ahead cum death,17976
2020-07-28,06,14 wk ahead cum death,17976
2020-08-03,06,14 wk ahead cum death,17976
2020-07-22,06,15 wk ahead cum death,17976
2020-07-27,06,15 wk ahead cum death,17976
2020-07-25,06,15 wk ahead cum death,17976
2020-07-24,06,15 wk ahead cum death,17976
2020-07-23,06,15 wk ahead cum death,17976
2020-07-26,06,15 wk ahead cum death,17976
2020-07-21,06,15 wk ahead cum death,17976
2020-07-17,06,16 wk ahead cum death,17976
2020-07-14,06,16 wk ahead cum death,17976
2020-07-16,06,16 wk ahead cum death,17976
2020-07-19,06,16 wk ahead cum death,17976
2020-07-18,06,16 wk ahead cum death,17976
2020-07-15,06,16 wk ahead cum death,17976
2020-07-20,06,16 wk ahead cum death,17976
2020-07-08,06,17 wk ahead cum death,17976
2020-07-07,06,17 wk ahead cum death,17976
2020-07-12,06,17 wk ahead cum death,17976
2020-07-10,06,17 wk ahead cum death,17976
2020-07-11,06,17 wk ahead cum death,17976
2020-07-13,06,17 wk ahead cum death,17976
2020-07-09,06,17 wk ahead cum death,17976
2020-07-04,06,18 wk ahead cum death,17976
2020-07-05,06,18 wk ahead cum death,17976
2020-07-01,06,18 wk ahead cum death,17976
2020-06-30,06,18 wk ahead cum death,17976
2020-07-02,06,18 wk ahead cum death,17976
2020-07-03,06,18 wk ahead cum death,17976
2020-07-06,06,18 wk ahead cum death,17976
2020-06-27,06,19 wk ahead cum death,17976
2020-06-24,06,19 wk ahead cum death,17976
2020-06-29,06,19 wk ahead cum death,17976
2020-06-25,06,19 wk ahead cum death,17976
2020-06-28,06,19 wk ahead cum death,17976
2020-06-23,06,19 wk ahead cum death,17976
2020-06-26,06,19 wk ahead cum death,17976
2020-06-20,06,20 wk ahead cum death,17976
2020-06-21,06,20 wk ahead cum death,17976
2020-06-16,06,20 wk ahead cum death,17976
2020-06-18,06,20 wk ahead cum death,17976
2020-06-17,06,20 wk ahead cum death,17976
2020-06-19,06,20 wk ahead cum death,17976
2020-06-22,06,20 wk ahead cum death,17976
2021-03-01,39,1 wk ahead cum death,18858
2021-02-25,39,1 wk ahead cum death,18858
2021-02-28,39,1 wk ahead cum death,18858
2021-02-27,39,1 wk ahead cum death,18858
2021-02-23,39,1 wk ahead cum death,18858
2021-02-24,39,1 wk ahead cum death,18858
2021-03-01,US,1 wk ahead cum death,522515
2021-02-25,US,1 wk ahead cum death,522515
2021-02-28,US,1 wk ahead cum death,522515
2021-02-27,US,1 wk ahead cum death,522515
2021-02-23,US,1 wk ahead cum death,522515
2021-02-24,US,1 wk ahead cum death,522515
2021-02-20,39,2 wk ahead cum death,18858
2021-02-18,39,2 wk ahead cum death,18858
2021-02-16,39,2 wk ahead cum death,18858
2021-02-22,39,2 wk ahead cum death,18858
2021-02-17,39,2 wk ahead cum death,18858
2021-02-21,39,2 wk ahead cum death,18858
2021-02-20,US,2 wk ahead cum death,522515
2021-02-18,US,2 wk ahead cum death,522515
2021-02-16,US,2 wk ahead cum death,522515
2021-02-22,US,2 wk ahead cum death,522515
2021-02-17,US,2 wk ahead cum death,522515
2021-02-21,US,2 wk ahead cum death,522515
2021-02-14,39,3 wk ahead cum death,18858
2021-02-12,39,3 wk ahead cum death,18858
2021-02-13,39,3 wk ahead cum death,18858
2021-02-11,39,3 wk ahead cum death,18858
2021-02-15,39,3 wk ahead cum death,18858
2021-02-14,US,3 wk ahead cum death,522515
2021-02-12,US,3 wk ahead cum death,522515
2021-02-13,US,3 wk ahead cum death,522515
2021-02-11,US,3 wk ahead cum death,522515
2021-02-15,US,3 wk ahead cum death,522515
2021-02-02,39,4 wk ahead cum death,18858
2021-02-06,39,4 wk ahead cum death,18858
2021-02-07,39,4 wk ahead cum death,18858
2021-02-04,39,4 wk ahead cum death,18858
2021-02-05,39,4 wk ahead cum death,18858
2021-02-08,39,4 wk ahead cum death,18858
2021-02-02,US,4 wk ahead cum death,522515
2021-02-06,US,4 wk ahead cum death,522515
2021-02-07,US,4 wk ahead cum death,522515
2021-02-04,US,4 wk ahead cum death,522515
2021-02-05,US,4 wk ahead cum death,522515
2021-02-08,US,4 wk ahead cum death,522515
2021-01-31,US,5 wk ahead cum death,522515
2021-01-29,US,5 wk ahead cum death,522515
2021-01-28,US,5 wk ahead cum death,522515
2021-01-27,US,5 wk ahead cum death,522515
2021-02-01,US,5 wk ahead cum death,522515
2021-01-31,39,5 wk ahead cum death,18858
2021-01-29,39,5 wk ahead cum death,18858
2021-01-28,39,5 wk ahead cum death,18858
2021-01-27,39,5 wk ahead cum death,18858
2021-02-01,39,5 wk ahead cum death,18858
2021-01-22,39,6 wk ahead cum death,18858
2021-01-25,39,6 wk ahead cum death,18858
2021-01-23,39,6 wk ahead cum death,18858
2021-01-24,39,6 wk ahead cum death,18858
2021-01-19,39,6 wk ahead cum death,18858
2021-01-21,39,6 wk ahead cum death,18858
2021-01-22,US,6 wk ahead cum death,522515
2021-01-25,US,6 wk ahead cum death,522515
2021-01-23,US,6 wk ahead cum death,522515
2021-01-24,US,6 wk ahead cum death,522515
2021-01-19,US,6 wk ahead cum death,522515
2021-01-21,US,6 wk ahead cum death,522515
2021-01-15,39,7 wk ahead cum death,18858
2021-01-14,39,7 wk ahead cum death,18858
2021-01-18,39,7 wk ahead cum death,18858
2021-01-16,39,7 wk ahead cum death,18858
2021-01-13,39,7 wk ahead cum death,18858
2021-01-17,39,7 wk ahead cum death,18858
2021-01-15,US,7 wk ahead cum death,522515
2021-01-14,US,7 wk ahead cum death,522515
2021-01-18,US,7 wk ahead cum death,522515
2021-01-16,US,7 wk ahead cum death,522515
2021-01-13,US,7 wk ahead cum death,522515
2021-01-17,US,7 wk ahead cum death,522515
2021-01-06,US,8 wk ahead cum death,522515
2021-01-10,US,8 wk ahead cum death,522515
2021-01-09,US,8 wk ahead cum death,522515
2021-01-05,US,8 wk ahead cum death,522515
2021-01-11,US,8 wk ahead cum death,522515
2021-01-06,39,8 wk ahead cum death,18858
2021-01-10,39,8 wk ahead cum death,18858
2021-01-09,39,8 wk ahead cum death,18858
2021-01-05,39,8 wk ahead cum death,18858
2021-01-11,39,8 wk ahead cum death,18858
2021-01-04,US,9 wk ahead cum death,522515
2020-12-30,US,9 wk ahead cum death,522515
2021-01-03,US,9 wk ahead cum death,522515
2021-01-04,39,9 wk ahead cum death,18858
2020-12-30,39,9 wk ahead cum death,18858
2021-01-03,39,9 wk ahead cum death,18858
2020-12-27,39,10 wk ahead cum death,18858
2020-12-28,39,10 wk ahead cum death,18858
2020-12-23,39,10 wk ahead cum death,18858
2020-12-22,39,10 wk ahead cum death,18858
2020-12-24,39,10 wk ahead cum death,18858
2020-12-27,US,10 wk ahead cum death,522515
2020-12-28,US,10 wk ahead cum death,522515
2020-12-23,US,10 wk ahead cum death,522515
2020-12-22,US,10 wk ahead cum death,522515
2020-12-24,US,10 wk ahead cum death,522515
2020-12-16,39,11 wk ahead cum death,18858
2020-12-18,39,11 wk ahead cum death,18858
2020-12-20,39,11 wk ahead cum death,18858
2020-12-21,39,11 wk ahead cum death,18858
2020-12-19,39,11 wk ahead cum death,18858
2020-12-15,39,11 wk ahead cum death,18858
2020-12-17,39,11 wk ahead cum death,18858
2020-12-16,US,11 wk ahead cum death,522515
2020-12-18,US,11 wk ahead cum death,522515
2020-12-20,US,11 wk ahead cum death,522515
2020-12-21,US,11 wk ahead cum death,522515
2020-12-19,US,11 wk ahead cum death,522515
2020-12-15,US,11 wk ahead cum death,522515
2020-12-17,US,11 wk ahead cum death,522515
2020-12-10,39,12 wk ahead cum death,18858
2020-12-14,39,12 wk ahead cum death,18858
2020-12-13,39,12 wk ahead cum death,18858
2020-12-11,39,12 wk ahead cum death,18858
2020-12-08,39,12 wk ahead cum death,18858
2020-12-10,US,12 wk ahead cum death,522515
2020-12-14,US,12 wk ahead cum death,522515
2020-12-13,US,12 wk ahead cum death,522515
2020-12-11,US,12 wk ahead cum death,522515
2020-12-08,US,12 wk ahead cum death,522515
2020-12-05,39,13 wk ahead cum death,18858
2020-12-03,39,13 wk ahead cum death,18858
2020-12-07,39,13 wk ahead cum death,18858
2020-12-06,39,13 wk ahead cum death,18858
2020-12-01,39,13 wk ahead cum death,18858
2020-12-05,US,13 wk ahead cum death,522515
2020-12-03,US,13 wk ahead cum death,522515
2020-12-07,US,13 wk ahead cum death,522515
2020-12-06,US,13 wk ahead cum death,522515
2020-12-01,US,13 wk ahead cum death,522515
2020-11-29,39,14 wk ahead cum death,18858
2020-11-24,39,14 wk ahead cum death,18858
2020-11-26,39,14 wk ahead cum death,18858
2020-11-30,39,14 wk ahead cum death,18858
2020-11-29,US,14 wk ahead cum death,522515
2020-11-24,US,14 wk ahead cum death,522515
2020-11-26,US,14 wk ahead cum death,522515
2020-11-30,US,14 wk ahead cum death,522515
2020-11-21,US,15 wk ahead cum death,522515
2020-11-19,US,15 wk ahead cum death,522515
2020-11-17,US,15 wk ahead cum death,522515
2020-11-22,US,15 wk ahead cum death,522515
2020-11-18,US,15 wk ahead cum death,522515
2020-11-23,US,15 wk ahead cum death,522515
2020-11-21,39,15 wk ahead cum death,18858
2020-11-19,39,15 wk ahead cum death,18858
2020-11-17,39,15 wk ahead cum death,18858
2020-11-22,39,15 wk ahead cum death,18858
2020-11-18,39,15 wk ahead cum death,18858
2020-11-23,39,15 wk ahead cum death,18858
2020-11-12,US,16 wk ahead cum death,522515
2020-11-15,US,16 wk ahead cum death,522515
2020-11-16,US,16 wk ahead cum death,522515
2020-11-12,39,16 wk ahead cum death,18858
2020-11-15,39,16 wk ahead cum death,18858
2020-11-16,39,16 wk ahead cum death,18858
2020-11-08,US,17 wk ahead cum death,522515
2020-11-04,US,17 wk ahead cum death,522515
2020-11-09,US,17 wk ahead cum death,522515
2020-11-05,US,17 wk ahead cum death,522515
2020-11-08,39,17 wk ahead cum death,18858
2020-11-04,39,17 wk ahead cum death,18858
2020-11-09,39,17 wk ahead cum death,18858
2020-11-05,39,17 wk ahead cum death,18858
2020-11-01,US,18 wk ahead cum death,522515
2020-11-02,US,18 wk ahead cum death,522515
2020-10-29,US,18 wk ahead cum death,522515
2020-11-01,39,18 wk ahead cum death,18858
2020-11-02,39,18 wk ahead cum death,18858
2020-10-29,39,18 wk ahead cum death,18858
2020-10-22,US,19 wk ahead cum death,522515
2020-10-25,US,19 wk ahead cum death,522515
2020-10-26,US,19 wk ahead cum death,522515
2020-10-22,39,19 wk ahead cum death,18858
2020-10-25,39,19 wk ahead cum death,18858
2020-10-26,39,19 wk ahead cum death,18858
2020-10-15,US,20 wk ahead cum death,522515
2020-10-19,US,20 wk ahead cum death,522515
2020-10-18,US,20 wk ahead cum death,522515
2020-10-16,US,20 wk ahead cum death,522515
2020-10-15,39,20 wk ahead cum death,18858
2020-10-19,39,20 wk ahead cum death,18858
2020-10-18,39,20 wk ahead cum death,18858
2020-10-16,39,20 wk ahead cum death,18858
2021-03-08,US,1 wk ahead cum death,531177
2021-03-06,US,1 wk ahead cum death,531177
2021-03-07,US,1 wk ahead cum death,531177
2021-03-04,US,1 wk ahead cum death,531177
2021-03-02,US,1 wk ahead cum death,531177
2021-03-05,US,1 wk ahead cum death,531177
2021-03-03,US,1 wk ahead cum death,531177
2021-03-08,39,1 wk ahead cum death,19022
2021-03-06,39,1 wk ahead cum death,19022
2021-03-07,39,1 wk ahead cum death,19022
2021-03-04,39,1 wk ahead cum death,19022
2021-03-02,39,1 wk ahead cum death,19022
2021-03-05,39,1 wk ahead cum death,19022
2021-03-03,39,1 wk ahead cum death,19022
2021-02-25,US,2 wk ahead cum death,531177
2021-02-24,US,2 wk ahead cum death,531177
2021-02-27,US,2 wk ahead cum death,531177
2021-03-01,US,2 wk ahead cum death,531177
2021-02-28,US,2 wk ahead cum death,531177
2021-02-23,US,2 wk ahead cum death,531177
2021-02-25,39,2 wk ahead cum death,19022
2021-02-24,39,2 wk ahead cum death,19022
2021-02-27,39,2 wk ahead cum death,19022
2021-03-01,39,2 wk ahead cum death,19022
2021-02-28,39,2 wk ahead cum death,19022
2021-02-23,39,2 wk ahead cum death,19022
2021-02-16,US,3 wk ahead cum death,531177
2021-02-20,US,3 wk ahead cum death,531177
2021-02-21,US,3 wk ahead cum death,531177
2021-02-17,US,3 wk ahead cum death,531177
2021-02-18,US,3 wk ahead cum death,531177
2021-02-22,US,3 wk ahead cum death,531177
2021-02-16,39,3 wk ahead cum death,19022
2021-02-20,39,3 wk ahead cum death,19022
2021-02-21,39,3 wk ahead cum death,19022
2021-02-17,39,3 wk ahead cum death,19022
2021-02-18,39,3 wk ahead cum death,19022
2021-02-22,39,3 wk ahead cum death,19022
2021-02-13,US,4 wk ahead cum death,531177
2021-02-14,US,4 wk ahead cum death,531177
2021-02-15,US,4 wk ahead cum death,531177
2021-02-11,US,4 wk ahead cum death,531177
2021-02-12,US,4 wk ahead cum death,531177
2021-02-13,39,4 wk ahead cum death,19022
2021-02-14,39,4 wk ahead cum death,19022
2021-02-15,39,4 wk ahead cum death,19022
2021-02-11,39,4 wk ahead cum death,19022
2021-02-12,39,4 wk ahead cum death,19022
2021-02-08,US,5 wk ahead cum death,531177
2021-02-07,US,5 wk ahead cum death,531177
2021-02-04,US,5 wk ahead cum death,531177
2021-02-05,US,5 wk ahead cum death,531177
2021-02-02,US,5 wk ahead cum death,531177
2021-02-06,US,5 wk ahead cum death,531177
2021-02-08,39,5 wk ahead cum death,19022
2021-02-07,39,5 wk ahead cum death,19022
2021-02-04,39,5 wk ahead cum death,19022
2021-02-05,39,5 wk ahead cum death,19022
2021-02-02,39,5 wk ahead cum death,19022
2021-02-06,39,5 wk ahead cum death,19022
2021-01-27,US,6 wk ahead cum death,531177
2021-01-31,US,6 wk ahead cum death,531177
2021-01-29,US,6 wk ahead cum death,531177
2021-02-01,US,6 wk ahead cum death,531177
2021-01-28,US,6 wk ahead cum death,531177
2021-01-27,39,6 wk ahead cum death,19022
2021-01-31,39,6 wk ahead cum death,19022
2021-01-29,39,6 wk ahead cum death,19022
2021-02-01,39,6 wk ahead cum death,19022
2021-01-28,39,6 wk ahead cum death,19022
2021-01-24,US,7 wk ahead cum death,531177
2021-01-25,US,7 wk ahead cum death,531177
2021-01-21,US,7 wk ahead cum death,531177
2021-01-22,US,7 wk ahead cum death,531177
2021-01-23,US,7 wk ahead cum death,531177
2021-01-19,US,7 wk ahead cum death,531177
2021-01-24,39,7 wk ahead cum death,19022
2021-01-25,39,7 wk ahead cum death,19022
2021-01-21,39,7 wk ahead cum death,19022
2021-01-22,39,7 wk ahead cum death,19022
2021-01-23,39,7 wk ahead cum death,19022
2021-01-19,39,7 wk ahead cum death,19022
2021-01-13,US,8 wk ahead cum death,531177
2021-01-18,US,8 wk ahead cum death,531177
2021-01-15,US,8 wk ahead cum death,531177
2021-01-16,US,8 wk ahead cum death,531177
2021-01-17,US,8 wk ahead cum death,531177
2021-01-14,US,8 wk ahead cum death,531177
2021-01-13,39,8 wk ahead cum death,19022
2021-01-18,39,8 wk ahead cum death,19022
2021-01-15,39,8 wk ahead cum death,19022
2021-01-16,39,8 wk ahead cum death,19022
2021-01-17,39,8 wk ahead cum death,19022
2021-01-14,39,8 wk ahead cum death,19022
2021-01-05,US,9 wk ahead cum death,531177
2021-01-06,US,9 wk ahead cum death,531177
2021-01-09,US,9 wk ahead cum death,531177
2021-01-11,US,9 wk ahead cum death,531177
2021-01-10,US,9 wk ahead cum death,531177
2021-01-05,39,9 wk ahead cum death,19022
2021-01-06,39,9 wk ahead cum death,19022
2021-01-09,39,9 wk ahead cum death,19022
2021-01-11,39,9 wk ahead cum death,19022
2021-01-10,39,9 wk ahead cum death,19022
2021-01-04,US,10 wk ahead cum death,531177
2021-01-03,US,10 wk ahead cum death,531177
2020-12-30,US,10 wk ahead cum death,531177
2021-01-04,39,10 wk ahead cum death,19022
2021-01-03,39,10 wk ahead cum death,19022
2020-12-30,39,10 wk ahead cum death,19022
2020-12-22,US,11 wk ahead cum death,531177
2020-12-23,US,11 wk ahead cum death,531177
2020-12-27,US,11 wk ahead cum death,531177
2020-12-28,US,11 wk ahead cum death,531177
2020-12-24,US,11 wk ahead cum death,531177
2020-12-22,39,11 wk ahead cum death,19022
2020-12-23,39,11 wk ahead cum death,19022
2020-12-27,39,11 wk ahead cum death,19022
2020-12-28,39,11 wk ahead cum death,19022
2020-12-24,39,11 wk ahead cum death,19022
2020-12-20,US,12 wk ahead cum death,531177
2020-12-15,US,12 wk ahead cum death,531177
2020-12-18,US,12 wk ahead cum death,531177
2020-12-17,US,12 wk ahead cum death,531177
2020-12-16,US,12 wk ahead cum death,531177
2020-12-21,US,12 wk ahead cum death,531177
2020-12-19,US,12 wk ahead cum death,531177
2020-12-20,39,12 wk ahead cum death,19022
2020-12-15,39,12 wk ahead cum death,19022
2020-12-18,39,12 wk ahead cum death,19022
2020-12-17,39,12 wk ahead cum death,19022
2020-12-16,39,12 wk ahead cum death,19022
2020-12-21,39,12 wk ahead cum death,19022
2020-12-19,39,12 wk ahead cum death,19022
2020-12-11,39,13 wk ahead cum death,19022
2020-12-13,39,13 wk ahead cum death,19022
2020-12-10,39,13 wk ahead cum death,19022
2020-12-14,39,13 wk ahead cum death,19022
2020-12-08,39,13 wk ahead cum death,19022
2020-12-11,US,13 wk ahead cum death,531177
2020-12-13,US,13 wk ahead cum death,531177
2020-12-10,US,13 wk ahead cum death,531177
2020-12-14,US,13 wk ahead cum death,531177
2020-12-08,US,13 wk ahead cum death,531177
2020-12-06,39,14 wk ahead cum death,19022
2020-12-03,39,14 wk ahead cum death,19022
2020-12-01,39,14 wk ahead cum death,19022
2020-12-05,39,14 wk ahead cum death,19022
2020-12-07,39,14 wk ahead cum death,19022
2020-12-06,US,14 wk ahead cum death,531177
2020-12-03,US,14 wk ahead cum death,531177
2020-12-01,US,14 wk ahead cum death,531177
2020-12-05,US,14 wk ahead cum death,531177
2020-12-07,US,14 wk ahead cum death,531177
2020-11-26,39,15 wk ahead cum death,19022
2020-11-30,39,15 wk ahead cum death,19022
2020-11-29,39,15 wk ahead cum death,19022
2020-11-24,39,15 wk ahead cum death,19022
2020-11-26,US,15 wk ahead cum death,531177
2020-11-30,US,15 wk ahead cum death,531177
2020-11-29,US,15 wk ahead cum death,531177
2020-11-24,US,15 wk ahead cum death,531177
2020-11-17,39,16 wk ahead cum death,19022
2020-11-19,39,16 wk ahead cum death,19022
2020-11-18,39,16 wk ahead cum death,19022
2020-11-21,39,16 wk ahead cum death,19022
2020-11-23,39,16 wk ahead cum death,19022
2020-11-22,39,16 wk ahead cum death,19022
2020-11-17,US,16 wk ahead cum death,531177
2020-11-19,US,16 wk ahead cum death,531177
2020-11-18,US,16 wk ahead cum death,531177
2020-11-21,US,16 wk ahead cum death,531177
2020-11-23,US,16 wk ahead cum death,531177
2020-11-22,US,16 wk ahead cum death,531177
2020-11-15,39,17 wk ahead cum death,19022
2020-11-12,39,17 wk ahead cum death,19022
2020-11-16,39,17 wk ahead cum death,19022
2020-11-15,US,17 wk ahead cum death,531177
2020-11-12,US,17 wk ahead cum death,531177
2020-11-16,US,17 wk ahead cum death,531177
2020-11-04,39,18 wk ahead cum death,19022
2020-11-08,39,18 wk ahead cum death,19022
2020-11-09,39,18 wk ahead cum death,19022
2020-11-05,39,18 wk ahead cum death,19022
2020-11-04,US,18 wk ahead cum death,531177
2020-11-08,US,18 wk ahead cum death,531177
2020-11-09,US,18 wk ahead cum death,531177
2020-11-05,US,18 wk ahead cum death,531177
2020-10-29,39,19 wk ahead cum death,19022
2020-11-02,39,19 wk ahead cum death,19022
2020-11-01,39,19 wk ahead cum death,19022
2020-10-29,US,19 wk ahead cum death,531177
2020-11-02,US,19 wk ahead cum death,531177
2020-11-01,US,19 wk ahead cum death,531177
2020-10-26,39,20 wk ahead cum death,19022
2020-10-25,39,20 wk ahead cum death,19022
2020-10-22,39,20 wk ahead cum death,19022
2020-10-26,US,20 wk ahead cum death,531177
2020-10-25,US,20 wk ahead cum death,531177
2020-10-22,US,20 wk ahead cum death,531177
2021-03-13,US,1 wk ahead cum death,538278
2021-03-11,US,1 wk ahead cum death,538278
2021-03-10,US,1 wk ahead cum death,538278
2021-03-09,US,1 wk ahead cum death,538278
2021-03-12,US,1 wk ahead cum death,538278
2021-03-14,US,1 wk ahead cum death,538278
2021-03-15,US,1 wk ahead cum death,538278
2021-03-13,39,1 wk ahead cum death,19140
2021-03-11,39,1 wk ahead cum death,19140
2021-03-10,39,1 wk ahead cum death,19140
2021-03-09,39,1 wk ahead cum death,19140
