"69","10","DE",2020-07-25,2020-12-06,56,6,50,8.33333333333333,"MWZ;ELR",2,NA,NA
"70","10","DE",2020-07-25,2020-12-13,56,6,50,8.33333333333333,"MWZ;ELR",2,NA,NA
"71","10","DE",2020-07-25,2020-12-20,56,6,50,8.33333333333333,"MWZ;ELR",2,NA,NA
"72","10","DE",2020-07-25,2020-12-27,56,6,50,8.33333333333333,"MWZ;ELR",2,NA,NA
"73","10","DE",2020-07-25,2021-01-03,56,6,50,8.33333333333333,"MWZ;ELR",2,NA,NA
"74","10","DE",2020-07-25,2021-01-10,56,6,50,8.33333333333333,"MWZ;ELR",2,NA,NA
"75","10","DE",2020-07-25,2021-01-17,56,6,50,8.33333333333333,"MWZ;ELR",2,NA,NA
"76","10","DE",2020-07-25,2021-01-24,56,6,50,8.33333333333333,"MWZ;ELR",2,NA,NA
"77","10","DE",2020-07-25,2021-01-31,56,6,50,8.33333333333333,"MWZ;ELR",2,NA,NA
"78","10","DE",2020-07-25,2021-02-07,56,6,50,8.33333333333333,"MWZ;ELR",2,NA,NA
"79","10","DE",2021-02-06,2021-02-07,121,45,76,1.68888888888889,"MWZ;ELR",2,NA,NA
"80","13","GA",2020-11-07,2020-11-15,668,171,497,2.90643274853801,"MWZ;ELR",2,NA,NA
"81","13","GA",2020-11-07,2020-11-22,668,171,497,2.90643274853801,"MWZ;ELR",2,NA,NA
"82","13","GA",2020-11-07,2020-11-29,668,171,497,2.90643274853801,"MWZ;ELR",2,NA,NA
"83","13","GA",2020-11-07,2020-12-06,668,171,497,2.90643274853801,"MWZ;ELR",2,NA,NA
"84","13","GA",2020-11-07,2020-12-13,668,171,497,2.90643274853801,"MWZ;ELR",2,NA,NA
"85","13","GA",2020-11-07,2020-12-20,668,171,497,2.90643274853801,"MWZ;ELR",2,NA,NA
"86","13","GA",2020-11-07,2020-12-27,668,171,497,2.90643274853801,"MWZ;ELR",2,NA,NA
"87","13","GA",2020-11-07,2021-01-03,668,171,497,2.90643274853801,"MWZ;ELR",2,NA,NA
"88","13","GA",2020-11-07,2021-01-10,668,171,497,2.90643274853801,"MWZ;ELR",2,NA,NA
"89","13","GA",2020-11-07,2021-01-17,668,171,497,2.90643274853801,"MWZ;ELR",2,NA,NA
"90","13","GA",2020-11-07,2021-01-24,668,171,497,2.90643274853801,"MWZ;ELR",2,NA,NA
"91","13","GA",2020-11-07,2021-01-31,668,171,497,2.90643274853801,"MWZ;ELR",2,NA,NA
"92","13","GA",2020-11-07,2021-02-07,668,171,497,2.90643274853801,"MWZ;ELR",2,NA,NA
"93","13","GA",2020-11-07,2021-02-14,668,171,497,2.90643274853801,"MWZ;ELR",2,NA,NA
"94","13","GA",2020-11-07,2021-02-21,668,171,497,2.90643274853801,"MWZ;ELR",2,NA,NA
"95","13","GA",2020-11-07,2021-02-28,668,171,497,2.90643274853801,"MWZ;ELR",2,NA,NA
"96","13","GA",2020-11-07,2021-03-07,668,171,497,2.90643274853801,"MWZ;ELR",2,NA,NA
"97","13","GA",2020-11-07,2021-03-14,668,171,497,2.90643274853801,"MWZ;ELR",2,NA,NA
"98","13","GA",2020-11-07,2021-03-21,668,171,497,2.90643274853801,"MWZ;ELR",2,NA,NA
"99","13","GA",2020-11-07,2021-03-28,668,171,497,2.90643274853801,"MWZ;ELR",2,NA,NA
"100","13","GA",2020-11-07,2021-04-04,668,171,497,2.90643274853801,"MWZ;ELR",2,NA,NA
"101","15","HI",2021-01-30,2021-01-31,71,16,55,3.4375,"MWZ;ELR",2,NA,NA
"102","15","HI",2021-01-30,2021-02-07,71,16,55,3.4375,"MWZ;ELR",2,NA,NA
"103","15","HI",2021-01-30,2021-02-14,71,16,55,3.4375,"MWZ;ELR",2,NA,NA
"104","15","HI",2021-01-30,2021-02-21,71,16,55,3.4375,"MWZ;ELR",2,NA,NA
"105","15","HI",2021-01-30,2021-02-28,71,16,55,3.4375,"MWZ;ELR",2,NA,NA
"106","15","HI",2021-01-30,2021-03-07,71,16,55,3.4375,"MWZ;ELR",2,NA,NA
"107","15","HI",2021-01-30,2021-03-14,71,16,55,3.4375,"MWZ;ELR",2,NA,NA
"108","15","HI",2021-01-30,2021-03-21,71,16,55,3.4375,"MWZ;ELR",2,NA,NA
"109","15","HI",2021-01-30,2021-03-28,71,16,55,3.4375,"MWZ;ELR",2,NA,NA
"110","15","HI",2021-01-30,2021-04-04,71,16,55,3.4375,"MWZ;ELR",2,NA,NA
"111","15","HI",2021-01-30,2021-04-11,71,16,55,3.4375,"MWZ;ELR",2,NA,NA
"112","15","HI",2021-01-30,2021-04-18,71,16,55,3.4375,"MWZ;ELR",2,NA,NA
"113","15","HI",2021-01-30,2021-04-25,71,16,55,3.4375,"MWZ;ELR",2,NA,NA
"114","15","HI",2021-01-30,2021-05-02,71,16,55,3.4375,"MWZ;ELR",2,NA,NA
"115","15","HI",2021-01-30,2021-05-09,71,16,55,3.4375,"MWZ;ELR",2,NA,NA
"116","15","HI",2021-01-30,2021-05-16,71,16,55,3.4375,"MWZ;ELR",2,NA,NA
"117","15","HI",2021-01-30,2021-05-23,71,16,55,3.4375,"MWZ;ELR",2,NA,NA
"118","17","IL",2020-07-11,2020-07-12,355,141,214,1.5177304964539,"MWZ;ELR",2,NA,NA
"119","17","IL",2020-07-11,2020-07-19,355,141,214,1.5177304964539,"MWZ;ELR",2,NA,NA
"120","17","IL",2020-07-11,2020-07-26,355,141,214,1.5177304964539,"MWZ;ELR",2,NA,NA
"121","17","IL",2020-07-11,2020-08-02,355,141,214,1.5177304964539,"MWZ;ELR",2,NA,NA
"122","17","IL",2020-07-11,2020-08-09,355,141,214,1.5177304964539,"MWZ;ELR",2,NA,NA
"123","17","IL",2020-07-11,2020-08-16,355,141,214,1.5177304964539,"MWZ;ELR",2,NA,NA
"124","17","IL",2020-07-11,2020-08-23,355,141,214,1.5177304964539,"MWZ;ELR",2,NA,NA
"125","17","IL",2020-07-11,2020-08-30,355,141,214,1.5177304964539,"MWZ;ELR",2,NA,NA
"126","17","IL",2020-07-11,2020-09-06,355,141,214,1.5177304964539,"MWZ;ELR",2,NA,NA
"127","17","IL",2020-07-11,2020-09-13,355,141,214,1.5177304964539,"MWZ;ELR",2,NA,NA
"128","17","IL",2020-07-11,2020-09-20,355,141,214,1.5177304964539,"MWZ;ELR",2,NA,NA
"129","17","IL",2020-07-11,2020-09-27,355,141,214,1.5177304964539,"MWZ;ELR",2,NA,NA
"130","17","IL",2020-07-11,2020-10-04,355,141,214,1.5177304964539,"MWZ;ELR",2,NA,NA
"131","17","IL",2020-07-11,2020-10-11,355,141,214,1.5177304964539,"MWZ;ELR",2,NA,NA
"132","17","IL",2020-07-11,2020-10-18,355,141,214,1.5177304964539,"MWZ;ELR",2,NA,NA
"133","17","IL",2020-07-11,2020-10-25,355,141,214,1.5177304964539,"MWZ;ELR",2,NA,NA
"134","17","IL",2020-07-11,2020-11-01,355,141,214,1.5177304964539,"MWZ;ELR",2,NA,NA
"135","17","IL",2020-07-11,2020-11-08,355,141,214,1.5177304964539,"MWZ;ELR",2,NA,NA
"136","17","IL",2020-07-11,2020-11-15,355,141,214,1.5177304964539,"MWZ;ELR",2,NA,NA
"137","17","IL",2020-07-11,2020-11-22,355,141,214,1.5177304964539,"MWZ;ELR",2,NA,NA
"138","17","IL",2020-07-11,2020-11-29,355,141,214,1.5177304964539,"MWZ;ELR",2,NA,NA
"139","17","IL",2020-07-11,2020-12-06,355,141,214,1.5177304964539,"MWZ;ELR",2,NA,NA
"140","17","IL",2020-07-11,2020-12-13,355,141,214,1.5177304964539,"MWZ;ELR",2,NA,NA
"141","17","IL",2020-07-11,2020-12-20,355,141,214,1.5177304964539,"MWZ;ELR",2,NA,NA
"142","17","IL",2020-07-11,2020-12-27,355,141,214,1.5177304964539,"MWZ;ELR",2,NA,NA
"143","17","IL",2020-07-11,2021-01-03,355,141,214,1.5177304964539,"MWZ;ELR",2,NA,NA
"144","17","IL",2020-07-11,2021-01-10,355,141,214,1.5177304964539,"MWZ;ELR",2,NA,NA
"145","17","IL",2020-07-11,2021-01-17,355,141,214,1.5177304964539,"MWZ;ELR",2,NA,NA
"146","17","IL",2020-07-11,2021-01-24,355,141,214,1.5177304964539,"MWZ;ELR",2,NA,NA
"147","17","IL",2020-07-11,2021-01-31,355,141,214,1.5177304964539,"MWZ;ELR",2,NA,NA
"148","17","IL",2020-07-11,2021-02-07,355,141,214,1.5177304964539,"MWZ;ELR",2,NA,NA
"149","17","IL",2020-07-11,2021-02-07,355,141,214,1.5177304964539,"MWZ;ELR",2,NA,NA
"150","17","IL",2020-07-11,2021-02-14,355,141,214,1.5177304964539,"MWZ;ELR",2,NA,NA
"151","17","IL",2020-07-11,2021-02-21,355,141,214,1.5177304964539,"MWZ;ELR",2,NA,NA
"152","17","IL",2020-07-11,2021-02-28,355,141,214,1.5177304964539,"MWZ;ELR",2,NA,NA
"153","17","IL",2020-07-11,2021-03-07,355,141,214,1.5177304964539,"MWZ;ELR",2,NA,NA
"154","17","IL",2020-07-11,2021-03-14,355,141,214,1.5177304964539,"MWZ;ELR",2,NA,NA
"155","17","IL",2020-07-11,2021-03-21,355,141,214,1.5177304964539,"MWZ;ELR",2,NA,NA
"156","17","IL",2020-07-11,2021-03-28,355,141,214,1.5177304964539,"MWZ;ELR",2,NA,NA
"157","17","IL",2020-07-11,2021-04-04,355,141,214,1.5177304964539,"MWZ;ELR",2,NA,NA
"158","18","IN",2021-02-06,2021-02-07,1785,274,1511,5.51459854014599,"MWZ;ELR",2,NA,NA
"159","18","IN",2021-02-06,2021-02-14,490,312,178,0.57051282051282,"MWZ",1,NA,NA
"160","18","IN",2021-02-06,2021-02-21,490,312,178,0.57051282051282,"MWZ",1,NA,NA
"161","18","IN",2021-02-06,2021-02-28,490,312,178,0.57051282051282,"MWZ",1,NA,NA
"162","18","IN",2021-02-06,2021-03-07,490,312,178,0.57051282051282,"MWZ",1,NA,NA
"163","18","IN",2021-02-06,2021-03-14,490,312,178,0.57051282051282,"MWZ",1,NA,NA
"164","18","IN",2021-02-06,2021-03-21,490,312,178,0.57051282051282,"MWZ",1,NA,NA
"165","18","IN",2021-02-06,2021-03-28,490,312,178,0.57051282051282,"MWZ",1,NA,NA
"166","18","IN",2021-02-06,2021-04-04,490,312,178,0.57051282051282,"MWZ;ELR",2,NA,NA
"167","18","IN",2021-02-06,2021-04-11,490,312,178,0.57051282051282,"MWZ;ELR",2,NA,NA
"168","18","IN",2021-02-06,2021-04-18,490,312,178,0.57051282051282,"MWZ;ELR",2,NA,NA
"169","18","IN",2021-02-06,2021-04-25,490,312,178,0.57051282051282,"MWZ;ELR",2,NA,NA
"170","18","IN",2021-02-06,2021-05-02,490,312,178,0.57051282051282,"MWZ;ELR",2,NA,NA
"171","18","IN",2021-02-06,2021-05-09,490,312,178,0.57051282051282,"MWZ;ELR",2,NA,NA
"172","18","IN",2021-02-06,2021-05-16,490,312,178,0.57051282051282,"MWZ;ELR",2,NA,NA
"173","18","IN",2021-02-06,2021-05-23,490,312,178,0.57051282051282,"MWZ;ELR",2,NA,NA
"174","19","IA",2020-12-12,2020-12-13,526,307,219,0.713355048859935,"MWZ;ELR",2,NA,NA
"175","19","IA",2020-12-12,2020-12-20,526,307,219,0.713355048859935,"MWZ;ELR",2,NA,NA
"176","19","IA",2020-12-12,2020-12-27,526,307,219,0.713355048859935,"MWZ;ELR",2,NA,NA
"177","19","IA",2020-12-12,2021-01-03,526,307,219,0.713355048859935,"MWZ;ELR",2,NA,NA
"178","19","IA",2020-12-12,2021-01-10,526,307,219,0.713355048859935,"MWZ;ELR",2,NA,NA
"179","19","IA",2020-12-12,2021-01-17,526,307,219,0.713355048859935,"MWZ;ELR",2,NA,NA
"180","19","IA",2020-12-12,2021-01-24,526,307,219,0.713355048859935,"MWZ;ELR",2,NA,NA
"181","19","IA",2020-12-12,2021-01-31,526,307,219,0.713355048859935,"MWZ;ELR",2,NA,NA
"182","19","IA",2020-12-12,2021-02-07,526,307,219,0.713355048859935,"MWZ;ELR",2,NA,NA
"183","19","IA",2020-12-12,2021-02-14,526,307,219,0.713355048859935,"MWZ;ELR",2,NA,NA
"184","19","IA",2020-12-12,2021-02-21,526,307,219,0.713355048859935,"MWZ;ELR",2,NA,NA
"185","19","IA",2020-12-12,2021-02-28,526,307,219,0.713355048859935,"MWZ;ELR",2,NA,NA
"186","19","IA",2020-12-12,2021-03-07,526,307,219,0.713355048859935,"MWZ;ELR",2,NA,NA
"187","19","IA",2020-12-12,2021-03-14,526,307,219,0.713355048859935,"MWZ;ELR",2,NA,NA
"188","19","IA",2020-12-12,2021-03-21,526,307,219,0.713355048859935,"MWZ;ELR",2,NA,NA
"189","19","IA",2020-12-12,2021-03-28,526,307,219,0.713355048859935,"MWZ;ELR",2,NA,NA
"190","19","IA",2020-12-12,2021-04-04,526,307,219,0.713355048859935,"MWZ;ELR",2,NA,NA
"191","19","IA",2020-12-12,2021-04-11,526,307,219,0.713355048859935,"MWZ",1,NA,NA
"192","19","IA",2020-12-12,2021-04-18,526,307,219,0.713355048859935,"MWZ",1,NA,NA
"193","19","IA",2020-12-12,2021-04-25,526,307,219,0.713355048859935,"MWZ",1,NA,NA
"194","19","IA",2020-12-12,2021-05-02,526,307,219,0.713355048859935,"MWZ",1,NA,NA
"195","19","IA",2020-12-12,2021-05-09,526,307,219,0.713355048859935,"MWZ",1,NA,NA
"196","19","IA",2020-12-12,2021-05-16,526,307,219,0.713355048859935,"MWZ",1,NA,NA
"197","19","IA",2020-12-12,2021-05-23,526,307,219,0.713355048859935,"MWZ",1,NA,NA
"198","19","IA",2021-02-06,2021-02-07,457,165,292,1.76969696969697,"MWZ;ELR",2,NA,NA
"199","19","IA",2021-02-06,2021-02-14,457,165,292,1.76969696969697,"MWZ;ELR",2,NA,NA
"200","19","IA",2021-02-06,2021-02-21,457,165,292,1.76969696969697,"MWZ;ELR",2,NA,NA
"201","19","IA",2021-02-06,2021-02-28,457,165,292,1.76969696969697,"MWZ;ELR",2,NA,NA
"202","19","IA",2021-02-06,2021-03-07,457,165,292,1.76969696969697,"MWZ;ELR",2,NA,NA
"203","19","IA",2021-02-06,2021-03-14,457,165,292,1.76969696969697,"MWZ;ELR",2,NA,NA
"204","19","IA",2021-02-06,2021-03-21,457,165,292,1.76969696969697,"MWZ;ELR",2,NA,NA
"205","19","IA",2021-02-06,2021-03-28,457,165,292,1.76969696969697,"MWZ;ELR",2,NA,NA
"206","19","IA",2021-02-06,2021-04-04,457,165,292,1.76969696969697,"MWZ;ELR",2,NA,NA
"207","19","IA",2021-02-06,2021-04-11,457,165,292,1.76969696969697,"MWZ;ELR",2,NA,NA
"208","19","IA",2021-02-06,2021-04-18,457,165,292,1.76969696969697,"MWZ;ELR",2,NA,NA
"209","19","IA",2021-02-06,2021-04-25,457,165,292,1.76969696969697,"MWZ;ELR",2,NA,NA
"210","19","IA",2021-02-06,2021-05-02,457,165,292,1.76969696969697,"MWZ;ELR",2,NA,NA
"211","19","IA",2021-02-06,2021-05-09,457,165,292,1.76969696969697,"MWZ;ELR",2,NA,NA
"212","19","IA",2021-02-06,2021-05-16,457,165,292,1.76969696969697,"MWZ;ELR",2,NA,NA
"213","19","IA",2021-02-06,2021-05-23,457,165,292,1.76969696969697,"MWZ;ELR",2,NA,NA
"214","21","KY",2021-03-20,2021-03-21,754,160,594,3.7125,"MWZ;ELR",2,NA,NA
"215","21","KY",2021-03-20,2021-03-28,754,160,594,3.7125,"MWZ;ELR",2,NA,NA
"216","21","KY",2021-03-20,2021-04-04,754,160,594,3.7125,"MWZ;ELR",2,NA,NA
"217","21","KY",2021-03-20,2021-04-11,754,160,594,3.7125,"MWZ;ELR",2,NA,NA
"218","21","KY",2021-03-20,2021-04-18,754,160,594,3.7125,"MWZ;ELR",2,NA,NA
"219","21","KY",2021-03-20,2021-04-25,754,160,594,3.7125,"MWZ;ELR",2,NA,NA
"220","21","KY",2021-03-20,2021-05-02,754,160,594,3.7125,"MWZ;ELR",2,NA,NA
"221","21","KY",2021-03-20,2021-05-09,754,160,594,3.7125,"MWZ;ELR",2,NA,NA
"222","21","KY",2021-03-20,2021-05-16,754,160,594,3.7125,"MWZ",1,NA,NA
"223","21","KY",2021-03-20,2021-05-23,754,160,594,3.7125,"MWZ",1,NA,NA
"224","34","NJ",2020-06-27,2020-06-28,2024,303,1721,5.67986798679868,"MWZ;ELR",2,NA,NA
"225","34","NJ",2020-06-27,2020-07-05,2024,303,1721,5.67986798679868,"MWZ;ELR",2,NA,NA
"226","34","NJ",2020-06-27,2020-07-12,2024,303,1721,5.67986798679868,"MWZ;ELR",2,NA,NA
"227","34","NJ",2020-06-27,2020-07-19,2024,303,1721,5.67986798679868,"MWZ;ELR",2,NA,NA
"228","34","NJ",2020-06-27,2020-07-26,2024,303,1721,5.67986798679868,"MWZ;ELR",2,NA,NA
"229","39","OH",2020-09-05,2020-09-06,4,277,273,0.985559566787004,"MWZ;ELR",2,NA,NA
"230","39","OH",2020-09-05,2020-09-13,4,277,273,0.985559566787004,"MWZ;ELR",2,NA,NA
"231","39","OH",2020-09-05,2020-09-20,4,277,273,0.985559566787004,"MWZ;ELR",2,NA,NA
"232","39","OH",2020-09-05,2020-09-27,4,277,273,0.985559566787004,"MWZ;ELR",2,NA,NA
"233","39","OH",2020-09-05,2020-10-04,4,277,273,0.985559566787004,"MWZ;ELR",2,NA,NA
"234","39","OH",2020-09-05,2020-10-11,4,277,273,0.985559566787004,"MWZ;ELR",2,NA,NA
"235","39","OH",2020-09-05,2020-10-18,4,277,273,0.985559566787004,"MWZ;ELR",2,NA,NA
"236","39","OH",2020-09-05,2020-10-25,4,277,273,0.985559566787004,"MWZ;ELR",2,NA,NA
"237","39","OH",2020-09-05,2020-11-01,4,277,273,0.985559566787004,"MWZ;ELR",2,NA,NA
"238","39","OH",2020-09-05,2020-11-08,4,277,273,0.985559566787004,"MWZ;ELR",2,NA,NA
"239","39","OH",2020-09-05,2020-11-15,4,277,273,0.985559566787004,"MWZ;ELR",2,NA,NA
"240","39","OH",2020-09-05,2020-11-22,4,277,273,0.985559566787004,"MWZ;ELR",2,NA,NA
"241","39","OH",2020-09-05,2020-11-29,4,277,273,0.985559566787004,"MWZ;ELR",2,NA,NA
"242","39","OH",2021-02-13,2021-02-14,4688,531,4157,7.8286252354049,"MWZ;ELR",2,NA,NA
"243","39","OH",2021-03-20,2021-03-21,468,7,461,65.8571428571429,"MWZ;ELR",2,NA,NA
"244","51","VA",2021-02-27,2021-02-28,1185,201,984,4.8955223880597,"MWZ;ELR",2,NA,NA
"245","51","VA",2021-02-27,2021-03-07,1185,201,984,4.8955223880597,"MWZ;ELR",2,NA,NA
"246","51","VA",2021-02-27,2021-03-14,1185,201,984,4.8955223880597,"MWZ;ELR",2,NA,NA
"247","51","VA",2021-02-27,2021-03-21,1185,201,984,4.8955223880597,"MWZ;ELR",2,NA,NA
"248","51","VA",2021-02-27,2021-03-28,1185,201,984,4.8955223880597,"MWZ;ELR",2,NA,NA
"249","51","VA",2021-02-27,2021-04-04,1185,201,984,4.8955223880597,"MWZ;ELR",2,NA,NA
"250","51","VA",2021-02-27,2021-04-11,1185,201,984,4.8955223880597,"MWZ;ELR",2,NA,NA
"251","51","VA",2021-02-27,2021-04-18,1185,201,984,4.8955223880597,"MWZ;ELR",2,NA,NA
"252","51","VA",2021-02-27,2021-04-25,1185,201,984,4.8955223880597,"MWZ;ELR",2,NA,NA
"253","51","VA",2021-02-27,2021-05-02,1185,201,984,4.8955223880597,"MWZ;ELR",2,NA,NA
"254","51","VA",2021-02-27,2021-05-09,1185,201,984,4.8955223880597,"MWZ;ELR",2,NA,NA
"255","51","VA",2021-03-06,2021-03-07,1137,201,936,4.65671641791045,"MWZ;ELR",2,NA,NA
"256","51","VA",2021-03-06,2021-03-14,1137,201,936,4.65671641791045,"MWZ;ELR",2,NA,NA
"257","51","VA",2021-03-06,2021-03-21,1137,201,936,4.65671641791045,"MWZ;ELR",2,NA,NA
"258","51","VA",2021-03-06,2021-03-28,1137,201,936,4.65671641791045,"MWZ;ELR",2,NA,NA
"259","51","VA",2021-03-06,2021-04-04,1137,201,936,4.65671641791045,"MWZ;ELR",2,NA,NA
