forecast_date,target,target_week_end_date,location_name,point,quantile_0.025,quantile_0.975
2020-04-13,4 wk ahead cum death,2020-05-09,New Mexico,113,35,376
2020-04-13,1 wk ahead cum death,2020-04-18,New York,12796,10280,19185
2020-04-13,2 wk ahead cum death,2020-04-25,New York,14275,10848,22567
2020-04-13,3 wk ahead cum death,2020-05-02,New York,14522,10997,22980
2020-04-13,4 wk ahead cum death,2020-05-09,New York,14542,11008,23000
2020-04-13,1 wk ahead cum death,2020-04-18,North Carolina,205,98,627
2020-04-13,2 wk ahead cum death,2020-04-25,North Carolina,333,119,1073
2020-04-13,3 wk ahead cum death,2020-05-02,North Carolina,398,136,1239
2020-04-13,4 wk ahead cum death,2020-05-09,North Carolina,414,138,1298
2020-04-13,1 wk ahead cum death,2020-04-18,North Dakota,10,7,24
2020-04-13,2 wk ahead cum death,2020-04-25,North Dakota,14,7,45
2020-04-13,3 wk ahead cum death,2020-05-02,North Dakota,18,7,66
2020-04-13,4 wk ahead cum death,2020-05-09,North Dakota,23,7,85
2020-04-13,1 wk ahead cum death,2020-04-18,Ohio,383,267,829
2020-04-13,2 wk ahead cum death,2020-04-25,Ohio,460,284,1086
2020-04-13,3 wk ahead cum death,2020-05-02,Ohio,480,292,1134
2020-04-13,4 wk ahead cum death,2020-05-09,Ohio,482,292,1137
2020-04-13,1 wk ahead cum death,2020-04-18,Arizona,198,117,458
2020-04-13,2 wk ahead cum death,2020-04-25,Arizona,347,136,974
2020-04-13,3 wk ahead cum death,2020-05-02,Arizona,524,170,1520
2020-04-13,4 wk ahead cum death,2020-05-09,Arizona,695,194,2162
2020-04-13,1 wk ahead cum death,2020-04-18,Oklahoma,184,102,490
2020-04-13,2 wk ahead cum death,2020-04-25,Oklahoma,328,132,981
2020-04-13,3 wk ahead cum death,2020-05-02,Oklahoma,495,170,1500
2020-04-13,4 wk ahead cum death,2020-05-09,Oklahoma,655,199,2036
2020-04-13,1 wk ahead cum death,2020-04-18,Oregon,78,58,130
2020-04-13,2 wk ahead cum death,2020-04-25,Oregon,115,65,239
2020-04-13,3 wk ahead cum death,2020-05-02,Oregon,154,79,346
2020-04-13,4 wk ahead cum death,2020-05-09,Oregon,188,91,443
2020-04-13,1 wk ahead cum death,2020-04-18,Pennsylvania,1066,623,2811
2020-04-13,2 wk ahead cum death,2020-04-25,Pennsylvania,1607,722,4782
2020-04-13,3 wk ahead cum death,2020-05-02,Pennsylvania,1895,781,5802
2020-04-13,4 wk ahead cum death,2020-05-09,Pennsylvania,1984,794,6104
2020-04-13,1 wk ahead cum death,2020-04-18,Rhode Island,138,69,361
2020-04-13,2 wk ahead cum death,2020-04-25,Rhode Island,278,86,850
2020-04-13,3 wk ahead cum death,2020-05-02,Rhode Island,457,106,1495
2020-04-13,4 wk ahead cum death,2020-05-09,Rhode Island,645,117,2330
2020-04-13,1 wk ahead cum death,2020-04-18,South Carolina,152,87,381
2020-04-13,2 wk ahead cum death,2020-04-25,South Carolina,250,107,712
2020-04-13,3 wk ahead cum death,2020-05-02,South Carolina,361,138,994
2020-04-13,4 wk ahead cum death,2020-05-09,South Carolina,470,161,1312
2020-04-13,1 wk ahead cum death,2020-04-18,South Dakota,22,6,76
2020-04-13,2 wk ahead cum death,2020-04-25,South Dakota,52,6,189
2020-04-13,3 wk ahead cum death,2020-05-02,South Dakota,92,6,361
2020-04-13,4 wk ahead cum death,2020-05-09,South Dakota,131,6,567
2020-04-13,1 wk ahead cum death,2020-04-18,Tennessee,217,109,488
2020-04-13,2 wk ahead cum death,2020-04-25,Tennessee,339,128,861
2020-04-13,3 wk ahead cum death,2020-05-02,Tennessee,425,149,1085
2020-04-13,4 wk ahead cum death,2020-05-09,Tennessee,467,160,1189
2020-04-13,1 wk ahead cum death,2020-04-18,Texas,526,292,1273
2020-04-13,2 wk ahead cum death,2020-04-25,Texas,953,357,2661
2020-04-13,3 wk ahead cum death,2020-05-02,Texas,1445,472,4124
2020-04-13,4 wk ahead cum death,2020-05-09,Texas,1907,567,5566
2020-04-13,1 wk ahead cum death,2020-04-18,Utah,32,18,94
2020-04-13,2 wk ahead cum death,2020-04-25,Utah,57,18,204
2020-04-13,3 wk ahead cum death,2020-05-02,Utah,87,25,304
2020-04-13,4 wk ahead cum death,2020-05-09,Utah,118,32,423
2020-04-13,1 wk ahead cum death,2020-04-18,Arkansas,42,27,112
2020-04-13,2 wk ahead cum death,2020-04-25,Arkansas,68,28,244
2020-04-13,3 wk ahead cum death,2020-05-02,Arkansas,97,35,342
2020-04-13,4 wk ahead cum death,2020-05-09,Arkansas,127,42,425
2020-04-13,1 wk ahead cum death,2020-04-18,Vermont,28,27,33
2020-04-13,2 wk ahead cum death,2020-04-25,Vermont,30,27,42
2020-04-13,3 wk ahead cum death,2020-05-02,Vermont,34,27,51
2020-04-13,4 wk ahead cum death,2020-05-09,Vermont,35,27,58
2020-04-13,1 wk ahead cum death,2020-04-18,Virginia,260,153,709
2020-04-13,2 wk ahead cum death,2020-04-25,Virginia,462,188,1436
2020-04-13,3 wk ahead cum death,2020-05-02,Virginia,688,242,2068
2020-04-13,4 wk ahead cum death,2020-05-09,Virginia,879,278,2710
2020-04-13,1 wk ahead cum death,2020-04-18,Washington,648,563,846
2020-04-13,2 wk ahead cum death,2020-04-25,Washington,767,612,1121
2020-04-13,3 wk ahead cum death,2020-05-02,Washington,829,639,1255
2020-04-13,4 wk ahead cum death,2020-05-09,Washington,851,649,1287
2020-04-13,1 wk ahead cum death,2020-04-18,West Virginia,24,6,104
2020-04-13,2 wk ahead cum death,2020-04-25,West Virginia,49,6,241
2020-04-13,3 wk ahead cum death,2020-05-02,West Virginia,64,6,329
2020-04-13,4 wk ahead cum death,2020-05-09,West Virginia,69,6,369
2020-04-13,1 wk ahead cum death,2020-04-18,Wisconsin,235,161,489
2020-04-13,2 wk ahead cum death,2020-04-25,Wisconsin,306,181,707
2020-04-13,3 wk ahead cum death,2020-05-02,Wisconsin,333,190,772
2020-04-13,4 wk ahead cum death,2020-05-09,Wisconsin,338,191,780
2020-04-13,1 wk ahead cum death,2020-04-18,Wyoming,0,0,1
2020-04-13,2 wk ahead cum death,2020-04-25,Wyoming,2,0,13
2020-04-13,3 wk ahead cum death,2020-05-02,Wyoming,9,0,54
2020-04-13,4 wk ahead cum death,2020-05-09,Wyoming,21,0,121
2020-04-13,1 wk ahead cum death,2020-04-18,California,932,662,1698
2020-04-13,2 wk ahead cum death,2020-04-25,California,1261,757,2655
2020-04-13,3 wk ahead cum death,2020-05-02,California,1431,826,3044
2020-04-13,4 wk ahead cum death,2020-05-09,California,1476,849,3131
2020-04-13,1 wk ahead cum death,2020-04-18,Colorado,359,298,503
2020-04-13,2 wk ahead cum death,2020-04-25,Colorado,414,319,624
2020-04-13,3 wk ahead cum death,2020-05-02,Colorado,444,334,670
2020-04-13,4 wk ahead cum death,2020-05-09,Colorado,455,339,686
2020-04-13,1 wk ahead cum death,2020-04-18,Connecticut,1243,721,2259
2020-04-13,2 wk ahead cum death,2020-04-25,Connecticut,2338,978,4940
2020-04-13,3 wk ahead cum death,2020-05-02,Connecticut,3476,1205,8155
2020-04-13,4 wk ahead cum death,2020-05-09,Connecticut,4393,1311,10997
2020-04-13,1 wk ahead cum death,2020-04-18,US,33519,24071,60323
2020-04-13,2 wk ahead cum death,2020-04-25,US,44189,26564,91549
2020-04-13,3 wk ahead cum death,2020-05-02,US,52487,28502,115920
2020-04-13,4 wk ahead cum death,2020-05-09,US,59139,29584,137895
2020-04-13,1 wk ahead cum death,2020-04-18,Alabama,157,108,320
2020-04-13,1 wk ahead cum death,2020-04-18,Alaska,9,8,26
2020-04-13,1 wk ahead cum death,2020-04-18,Arizona,153,124,237
2020-04-13,1 wk ahead cum death,2020-04-18,Arkansas,32,27,85
2020-04-13,1 wk ahead cum death,2020-04-18,California,884,763,1058
2020-04-13,1 wk ahead cum death,2020-04-18,Colorado,432,339,648
2020-04-13,1 wk ahead cum death,2020-04-18,Connecticut,824,590,1890
2020-04-13,1 wk ahead cum death,2020-04-18,Delaware,50,36,155
2020-04-13,1 wk ahead cum death,2020-04-18,District of Columbia,74,55,131
2020-04-13,1 wk ahead cum death,2020-04-18,Florida,706,552,1032
2020-04-13,1 wk ahead cum death,2020-04-18,Georgia,607,497,851
2020-04-13,1 wk ahead cum death,2020-04-18,Hawaii,11,9,22
2020-04-13,1 wk ahead cum death,2020-04-18,Idaho,30,27,59
2020-04-13,1 wk ahead cum death,2020-04-18,Illinois,1290,914,2169
2020-04-13,1 wk ahead cum death,2020-04-18,Indiana,542,403,904
2020-04-13,1 wk ahead cum death,2020-04-18,Iowa,63,47,106
2020-04-13,1 wk ahead cum death,2020-04-18,Kansas,72,57,211
2020-04-13,1 wk ahead cum death,2020-04-18,Kentucky,174,117,359
2020-04-13,1 wk ahead cum death,2020-04-18,Louisiana,961,843,1967
2020-04-13,1 wk ahead cum death,2020-04-18,Maine,22,19,53
2020-04-13,1 wk ahead cum death,2020-04-18,Maryland,419,295,746
2020-04-13,1 wk ahead cum death,2020-04-18,Massachusetts,1463,1098,1969
2020-04-13,1 wk ahead cum death,2020-04-18,Michigan,1916,1533,3672
2020-04-13,1 wk ahead cum death,2020-04-18,Minnesota,108,77,226
2020-04-13,1 wk ahead cum death,2020-04-18,Mississippi,127,98,390
2020-04-13,1 wk ahead cum death,2020-04-18,Missouri,153,119,498
2020-04-13,1 wk ahead cum death,2020-04-18,Montana,7,6,20
2020-04-13,1 wk ahead cum death,2020-04-18,Nebraska,28,18,68
2020-04-13,1 wk ahead cum death,2020-04-18,Nevada,154,121,260
2020-04-13,1 wk ahead cum death,2020-04-18,New Hampshire,32,24,60
2020-04-13,1 wk ahead cum death,2020-04-18,New Jersey,3656,2892,5355
2020-04-13,1 wk ahead cum death,2020-04-18,New Mexico,37,27,80
2020-04-13,1 wk ahead cum death,2020-04-18,New York,13596,11186,16180
2020-04-13,1 wk ahead cum death,2020-04-18,North Carolina,140,104,242
2020-04-13,1 wk ahead cum death,2020-04-18,North Dakota,8,7,23
2020-04-13,1 wk ahead cum death,2020-04-18,Ohio,360,276,660
2020-04-13,1 wk ahead cum death,2020-04-18,Oklahoma,126,99,278
2020-04-13,1 wk ahead cum death,2020-04-18,Oregon,69,57,98
2020-04-13,1 wk ahead cum death,2020-04-18,Pennsylvania,941,707,1435
2020-04-13,1 wk ahead cum death,2020-04-18,Puerto Rico,65,47,150
2020-04-13,1 wk ahead cum death,2020-04-18,Rhode Island,129,76,325
2020-04-13,1 wk ahead cum death,2020-04-18,South Carolina,116,91,193
2020-04-13,1 wk ahead cum death,2020-04-18,South Dakota,15,8,35
2020-04-13,1 wk ahead cum death,2020-04-18,Tennessee,159,120,268
2020-04-13,1 wk ahead cum death,2020-04-18,Texas,433,338,650
2020-04-13,1 wk ahead cum death,2020-04-18,Utah,23,18,49
2020-04-13,1 wk ahead cum death,2020-04-18,Vermont,31,27,71
2020-04-13,1 wk ahead cum death,2020-04-18,Virginia,230,167,405
2020-04-13,1 wk ahead cum death,2020-04-18,U.S. Virgin Islands,1,1,4
2020-04-13,1 wk ahead cum death,2020-04-18,Washington,640,570,727
2020-04-13,1 wk ahead cum death,2020-04-18,West Virginia,7,6,28
2020-04-13,1 wk ahead cum death,2020-04-18,Wisconsin,199,155,368
2020-04-13,1 wk ahead cum death,2020-04-18,Wyoming,3,0,40
2020-04-13,2 wk ahead cum death,2020-04-25,Alabama,260,127,754
2020-04-13,2 wk ahead cum death,2020-04-25,Alaska,12,8,53
2020-04-13,2 wk ahead cum death,2020-04-25,Arizona,200,135,407
2020-04-13,2 wk ahead cum death,2020-04-25,Arkansas,40,27,176
2020-04-13,2 wk ahead cum death,2020-04-25,California,1187,868,1778
2020-04-13,2 wk ahead cum death,2020-04-25,Colorado,622,389,1280
2020-04-13,2 wk ahead cum death,2020-04-25,Connecticut,1189,636,4113
2020-04-13,2 wk ahead cum death,2020-04-25,Delaware,74,37,395
2020-04-13,2 wk ahead cum death,2020-04-25,District of Columbia,106,63,281
2020-04-13,2 wk ahead cum death,2020-04-25,Florida,1042,643,2022
2020-04-13,2 wk ahead cum death,2020-04-25,Georgia,835,564,1539
2020-04-13,2 wk ahead cum death,2020-04-25,Hawaii,13,9,40
2020-04-13,2 wk ahead cum death,2020-04-25,Idaho,33,27,99
2020-04-13,2 wk ahead cum death,2020-04-25,Illinois,2134,1136,4920
2020-04-13,2 wk ahead cum death,2020-04-25,Indiana,820,473,1898
2020-04-13,2 wk ahead cum death,2020-04-25,Iowa,97,55,230
2020-04-13,2 wk ahead cum death,2020-04-25,Kansas,95,58,452
2020-04-13,2 wk ahead cum death,2020-04-25,Kentucky,305,146,899
2020-04-13,2 wk ahead cum death,2020-04-25,Louisiana,1109,848,3547
2020-04-13,2 wk ahead cum death,2020-04-25,Maine,25,19,98
2020-04-13,2 wk ahead cum death,2020-04-25,Maryland,722,359,1847
2020-04-13,2 wk ahead cum death,2020-04-25,Massachusetts,2444,1427,4819
2020-04-13,2 wk ahead cum death,2020-04-25,Michigan,2452,1602,6498
2020-04-13,2 wk ahead cum death,2020-04-25,Minnesota,167,87,505
2020-04-13,2 wk ahead cum death,2020-04-25,Mississippi,173,100,835
2020-04-13,2 wk ahead cum death,2020-04-25,Missouri,205,122,1044
2020-04-13,2 wk ahead cum death,2020-04-25,Montana,8,6,38
2020-04-13,2 wk ahead cum death,2020-04-25,Nebraska,47,22,168
2020-04-13,2 wk ahead cum death,2020-04-25,Nevada,210,133,494
2020-04-13,2 wk ahead cum death,2020-04-25,New Hampshire,44,26,116
2020-04-13,2 wk ahead cum death,2020-04-25,New Jersey,5139,3369,9966
2020-04-13,2 wk ahead cum death,2020-04-25,New Mexico,53,29,175
2020-04-13,2 wk ahead cum death,2020-04-25,New York,17903,11806,27383
2020-04-13,2 wk ahead cum death,2020-04-25,North Carolina,211,120,511
2020-04-13,2 wk ahead cum death,2020-04-25,North Dakota,10,7,47
2020-04-13,2 wk ahead cum death,2020-04-25,Ohio,502,303,1289
2020-04-13,2 wk ahead cum death,2020-04-25,Oklahoma,167,105,554
2020-04-13,2 wk ahead cum death,2020-04-25,Oregon,92,63,166
2020-04-13,2 wk ahead cum death,2020-04-25,Pennsylvania,1472,858,3031
2020-04-13,2 wk ahead cum death,2020-04-25,Puerto Rico,98,51,354
2020-04-13,2 wk ahead cum death,2020-04-25,Rhode Island,249,97,1022
2020-04-13,2 wk ahead cum death,2020-04-25,South Carolina,161,103,371
2020-04-13,2 wk ahead cum death,2020-04-25,South Dakota,33,11,121
2020-04-13,2 wk ahead cum death,2020-04-25,Tennessee,228,137,513
2020-04-13,2 wk ahead cum death,2020-04-25,Texas,645,396,1345
2020-04-13,2 wk ahead cum death,2020-04-25,Utah,30,19,95
2020-04-13,2 wk ahead cum death,2020-04-25,Vermont,37,28,135
2020-04-13,2 wk ahead cum death,2020-04-25,Virginia,368,199,919
2020-04-13,2 wk ahead cum death,2020-04-25,U.S. Virgin Islands,1,1,8
2020-04-13,2 wk ahead cum death,2020-04-25,Washington,799,629,1062
2020-04-13,2 wk ahead cum death,2020-04-25,West Virginia,10,6,59
2020-04-13,2 wk ahead cum death,2020-04-25,Wisconsin,271,167,690
2020-04-13,2 wk ahead cum death,2020-04-25,Wyoming,7,0,92
2020-04-13,3 wk ahead cum death,2020-05-02,Alabama,385,144,1533
2020-04-13,3 wk ahead cum death,2020-05-02,Alaska,14,8,87
2020-04-13,3 wk ahead cum death,2020-05-02,Arizona,245,143,629
2020-04-13,3 wk ahead cum death,2020-05-02,Arkansas,48,28,290
2020-04-13,3 wk ahead cum death,2020-05-02,California,1492,944,2821
2020-04-13,3 wk ahead cum death,2020-05-02,Colorado,820,431,2260
2020-04-13,3 wk ahead cum death,2020-05-02,Connecticut,1562,685,7154
2020-04-13,3 wk ahead cum death,2020-05-02,Delaware,106,38,772
2020-04-13,3 wk ahead cum death,2020-05-02,District of Columbia,142,69,517
2020-04-13,3 wk ahead cum death,2020-05-02,Florida,1396,721,3518
2020-04-13,3 wk ahead cum death,2020-05-02,Georgia,1081,612,2526
2020-04-13,3 wk ahead cum death,2020-05-02,Hawaii,15,9,63
2020-04-13,3 wk ahead cum death,2020-05-02,Idaho,37,27,145
2020-04-13,3 wk ahead cum death,2020-05-02,Illinois,3105,1318,9823
2020-04-13,3 wk ahead cum death,2020-05-02,Indiana,1124,527,3457
2020-04-13,3 wk ahead cum death,2020-05-02,Iowa,137,62,452
2020-04-13,3 wk ahead cum death,2020-05-02,Kansas,120,59,817
2020-04-13,3 wk ahead cum death,2020-05-02,Kentucky,475,166,1951
2020-04-13,3 wk ahead cum death,2020-05-02,Louisiana,1244,853,5262
2020-04-13,3 wk ahead cum death,2020-05-02,Maine,30,19,157
2020-04-13,3 wk ahead cum death,2020-05-02,Maryland,1077,420,3765
2020-04-13,3 wk ahead cum death,2020-05-02,Massachusetts,3397,1660,10452
2020-04-13,3 wk ahead cum death,2020-05-02,Michigan,2970,1660,9868
2020-04-13,3 wk ahead cum death,2020-05-02,Minnesota,234,96,961
2020-04-13,3 wk ahead cum death,2020-05-02,Mississippi,226,103,1398
2020-04-13,3 wk ahead cum death,2020-05-02,Missouri,265,124,1748
2020-04-13,3 wk ahead cum death,2020-05-02,Montana,10,6,60
2020-04-13,3 wk ahead cum death,2020-05-02,Nebraska,73,24,369
2020-04-13,3 wk ahead cum death,2020-05-02,Nevada,269,142,824
2020-04-13,3 wk ahead cum death,2020-05-02,New Hampshire,57,28,197
2020-04-13,3 wk ahead cum death,2020-05-02,New Jersey,6477,3679,16518
2020-04-13,3 wk ahead cum death,2020-05-02,New Mexico,74,31,330
2020-04-13,3 wk ahead cum death,2020-05-02,New York,21508,12000,42013
2020-04-13,3 wk ahead cum death,2020-05-02,North Carolina,292,135,892
2020-04-13,3 wk ahead cum death,2020-05-02,North Dakota,12,7,79
2020-04-13,3 wk ahead cum death,2020-05-02,Ohio,656,324,2136
2020-04-13,3 wk ahead cum death,2020-05-02,Oklahoma,210,109,940
2020-04-13,3 wk ahead cum death,2020-05-02,Oregon,116,67,278
2020-04-13,3 wk ahead cum death,2020-05-02,Pennsylvania,2045,978,5285
2020-04-13,3 wk ahead cum death,2020-05-02,Puerto Rico,140,56,720
2020-04-13,3 wk ahead cum death,2020-05-02,Rhode Island,392,121,2765
2020-04-13,3 wk ahead cum death,2020-05-02,South Carolina,212,111,642
2020-04-13,3 wk ahead cum death,2020-05-02,South Dakota,59,14,353
2020-04-13,3 wk ahead cum death,2020-05-02,Tennessee,299,150,819
2020-04-13,3 wk ahead cum death,2020-05-02,Texas,894,443,2443
2020-04-13,3 wk ahead cum death,2020-05-02,Utah,37,20,150
2020-04-13,3 wk ahead cum death,2020-05-02,Vermont,44,28,215
2020-04-13,3 wk ahead cum death,2020-05-02,Virginia,540,227,1830
2020-04-13,3 wk ahead cum death,2020-05-02,U.S. Virgin Islands,2,1,13
2020-04-13,3 wk ahead cum death,2020-05-02,Washington,948,667,1542
2020-04-13,3 wk ahead cum death,2020-05-02,West Virginia,13,6,106
2020-04-13,3 wk ahead cum death,2020-05-02,Wisconsin,346,178,1085
2020-04-13,3 wk ahead cum death,2020-05-02,Wyoming,11,0,161
2020-04-13,4 wk ahead cum death,2020-05-09,Alabama,526,158,2786
2020-04-13,4 wk ahead cum death,2020-05-09,Alaska,16,8,126
2020-04-13,4 wk ahead cum death,2020-05-09,Arizona,289,149,919
2020-04-13,4 wk ahead cum death,2020-05-09,Arkansas,57,28,434
2020-04-13,4 wk ahead cum death,2020-05-09,California,1773,1005,4152
2020-04-13,4 wk ahead cum death,2020-05-09,Colorado,1011,468,3654
2020-04-13,4 wk ahead cum death,2020-05-09,Connecticut,1900,729,11526
