target,location,type,quantile,value
4 day ahead inc death,US,quantile,0.5,3107
4 day ahead inc death,US,quantile,0.55,3196
4 day ahead inc death,US,quantile,0.6,3288
4 day ahead inc death,US,quantile,0.65,3421
4 day ahead inc death,US,quantile,0.7,3647
4 day ahead inc death,US,quantile,0.75,3707
4 day ahead inc death,US,quantile,0.8,3752
4 day ahead inc death,US,quantile,0.85,3792
4 day ahead inc death,US,quantile,0.9,3837
4 day ahead inc death,US,quantile,0.95,3893
4 day ahead inc death,US,quantile,0.975,3934
4 day ahead inc death,US,quantile,0.99,3987
5 day ahead cum death,US,quantile,0.01,21452
5 day ahead cum death,US,quantile,0.025,21505
5 day ahead cum death,US,quantile,0.05,21552
5 day ahead cum death,US,quantile,0.1,21617
5 day ahead cum death,US,quantile,0.15,21665
5 day ahead cum death,US,quantile,0.2,21711
5 day ahead cum death,US,quantile,0.25,21760
5 day ahead cum death,US,quantile,0.3,21834
5 day ahead cum death,US,quantile,0.35,23391
5 day ahead cum death,US,quantile,0.4,23988
5 day ahead cum death,US,quantile,0.45,24407
5 day ahead cum death,US,quantile,0.5,24768
5 day ahead cum death,US,quantile,0.55,25150
5 day ahead cum death,US,quantile,0.6,25549
5 day ahead cum death,US,quantile,0.65,26131
5 day ahead cum death,US,quantile,0.7,27105
5 day ahead cum death,US,quantile,0.75,27344
5 day ahead cum death,US,quantile,0.8,27505
5 day ahead cum death,US,quantile,0.85,27668
5 day ahead cum death,US,quantile,0.9,27836
5 day ahead cum death,US,quantile,0.95,28049
5 day ahead cum death,US,quantile,0.975,28224
5 day ahead cum death,US,quantile,0.99,28406
5 day ahead inc death,US,quantile,0.01,2403
5 day ahead inc death,US,quantile,0.025,2427
5 day ahead inc death,US,quantile,0.05,2450
5 day ahead inc death,US,quantile,0.1,2479
5 day ahead inc death,US,quantile,0.15,2501
5 day ahead inc death,US,quantile,0.2,2521
5 day ahead inc death,US,quantile,0.25,2545
5 day ahead inc death,US,quantile,0.3,2579
5 day ahead inc death,US,quantile,0.35,3231
5 day ahead inc death,US,quantile,0.4,3395
5 day ahead inc death,US,quantile,0.45,3518
5 day ahead inc death,US,quantile,0.5,3635
5 day ahead inc death,US,quantile,0.55,3749
5 day ahead inc death,US,quantile,0.6,3865
5 day ahead inc death,US,quantile,0.65,4035
5 day ahead inc death,US,quantile,0.7,4386
5 day ahead inc death,US,quantile,0.75,4466
5 day ahead inc death,US,quantile,0.8,4520
5 day ahead inc death,US,quantile,0.85,4573
5 day ahead inc death,US,quantile,0.9,4630
5 day ahead inc death,US,quantile,0.95,4704
5 day ahead inc death,US,quantile,0.975,4762
5 day ahead inc death,US,quantile,0.99,4822
6 day ahead cum death,US,quantile,0.01,24141
6 day ahead cum death,US,quantile,0.025,24205
6 day ahead cum death,US,quantile,0.05,24259
6 day ahead cum death,US,quantile,0.1,24328
6 day ahead cum death,US,quantile,0.15,24381
6 day ahead cum death,US,quantile,0.2,24433
6 day ahead cum death,US,quantile,0.25,24488
6 day ahead cum death,US,quantile,0.3,24570
6 day ahead cum death,US,quantile,0.35,27141
6 day ahead cum death,US,quantile,0.4,27933
6 day ahead cum death,US,quantile,0.45,28502
6 day ahead cum death,US,quantile,0.5,29020
6 day ahead cum death,US,quantile,0.55,29545
6 day ahead cum death,US,quantile,0.6,30083
6 day ahead cum death,US,quantile,0.65,30864
6 day ahead cum death,US,quantile,0.7,32390
6 day ahead cum death,US,quantile,0.75,32721
6 day ahead cum death,US,quantile,0.8,32951
6 day ahead cum death,US,quantile,0.85,33179
6 day ahead cum death,US,quantile,0.9,33414
6 day ahead cum death,US,quantile,0.95,33718
6 day ahead cum death,US,quantile,0.975,33965
6 day ahead cum death,US,quantile,0.99,34220
6 day ahead inc death,US,quantile,0.01,2609
6 day ahead inc death,US,quantile,0.025,2635
6 day ahead inc death,US,quantile,0.05,2658
6 day ahead inc death,US,quantile,0.1,2687
6 day ahead inc death,US,quantile,0.15,2712
6 day ahead inc death,US,quantile,0.2,2735
6 day ahead inc death,US,quantile,0.25,2760
6 day ahead inc death,US,quantile,0.3,2797
6 day ahead inc death,US,quantile,0.35,3736
6 day ahead inc death,US,quantile,0.4,3940
6 day ahead inc death,US,quantile,0.45,4099
6 day ahead inc death,US,quantile,0.5,4251
6 day ahead inc death,US,quantile,0.55,4396
6 day ahead inc death,US,quantile,0.6,4545
6 day ahead inc death,US,quantile,0.65,4746
6 day ahead inc death,US,quantile,0.7,5267
6 day ahead inc death,US,quantile,0.75,5370
6 day ahead inc death,US,quantile,0.8,5445
6 day ahead inc death,US,quantile,0.85,5511
6 day ahead inc death,US,quantile,0.9,5584
6 day ahead inc death,US,quantile,0.95,5679
6 day ahead inc death,US,quantile,0.975,5755
6 day ahead inc death,US,quantile,0.99,5837
